"date","city","name","offer","price"
"2018-08-09","Tallinn","Rävala Daily","Kana kaunviljadesupp",2.2
"2018-03-13","Tallinn","MöT Kohvik","Veiseliha-tomatikaste tatraga/riisiga",4.5
"2018-05-02","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Veisemaksastrogonov",4.2
"2018-01-18","Tallinn","iO restoran","Kalkuni šnitsel kartulipüree ja hapukurgiga",6
"2018-01-24","Tallinn","Kitchen Rõõm","Pasta bolognese",4
"2018-03-08","Tallinn","MöT Kohvik","Kanasupp juurviljadega",2.2
"2017-12-05","Tallinn","Cafe Lyon Meistri","Sealihasašlõkk rosmariini-ahjukartulite, soolakurgi ja külma tomatikastmega",6.5
"2018-04-02","Tallinn","Monroe Cafe&Lounge","Peedi-köögiviljasupp hakklihaga",2.3
"2018-01-09","Tallinn","More Cafe","Värske salat Teriyaki kanaga",5.9
"2018-03-23","Tallinn","Restoran Platz","Köögiviljade ja juustuga täidetud paprika palsamiäädika reduktsiooniga (T, P)",5.5
"2018-05-03","Tallinn","Reval Café Telliskivi","Peekoni-tomatitäidisega kanafilee bulguri ja värske salatiga",4.5
"2018-05-17","Tartu","Vaga Mama","Supp:Teravhapu supp",2.2
"2017-11-13","Tallinn","Pärnu mnt Amps","Praetud kanafilee päikesetomati ja mozzarella juustuga",4.2
"2018-01-04","Tallinn","TTÜ peahoone Daily","Hartšoo veiselihaga",2
"2018-05-11","Tallinn","PM20","Grillitud veise välisfilee ahjukartuli ja värske salatiga",5.5
"2018-08-02","Tallinn","Amps Merimetsa","Tomatine kana-nuudlisupp",3.2
"2018-04-24","Tallinn","Kärbes Kitchen&Bar","Päevasupp",3
"2018-04-06","Tallinn","Black Mount pubi","Piimakissell",1.2
"2018-06-25","Tallinn","Luminor Maja Daily","Koorene lillkapsa - spinatihautis**",1.2
"2018-06-29","Tallinn","Rotermanni Basiilik","Lambahakkliha pitsa",8.5
"2018-08-17","Tartu","Duffy Duff pelmeenikohvik","Minestrone supp",1.5
"2018-02-02","Tartu","6teist Kannu","Kalasupp",2
"2017-12-05","Tallinn","T-Kohvik","Heigifilee sidruni-või kastmega",5.1
"2018-05-21","Tallinn","Akbana India Restoran","Sibula ja herneste ning vürtsidega maitsestatud peekoni-seene pasta koorekastmes",4.2
"2018-01-05","Tallinn","City Plaza","Kana riisiroog",4.5
"2018-06-21","Tartu","DuNord Ujula 2 Ujula Konsumis","Kartuli-hakklihavorm",3
"2018-04-27","Tallinn","Mustikas Kohvik","Kana lillkapsasupp",1.9
"2018-06-26","Tallinn","Vernalia kohvik","Okroška külmsupp keefiri/kalja põhjal",2.4
"2017-11-15","Tallinn","Fe Kohvik","Linnulihakotlet keedukartuli ja salatiga",4.3
"2017-11-10","Tallinn","City Plaza","Kartuli-singivorm",4.5
"2018-08-02","Tallinn","MySushi Pinna","Phila lõhe maki-8tk (philadelphia, kurk, lõhe) + Tempura kana special-8tk (kana, eesti juust, till)",9.99
"2018-04-05","Tartu","Tartu Kohvik","Kohupiimavorm kisselliga",1.7
"2018-01-29","Tallinn","Alfredi Pubi","Punane liha-riisisupp",3.6
"2018-07-31","Tallinn","Reval Café Viimsi","Klassikaline lasanje coleslaw-salatiga (SG)",4.8
"2018-02-12","Tartu","Fii Restoran","Veisehautis õllekastme ja röstitud köögiviljadega",6
"2018-08-13","Tartu","Gaudeamus kohvik","Seljanka",2.7
"2018-04-27","Tallinn","Argentiina restoran","Päevasupp",3
"2018-05-03","Tallinn","Gourmet Coffee City","Koorene lõhesupp köögiviljade ja sidrunheinaga (g)",3.5
"2018-08-08","Tallinn","Malltop Restoran","Kana-koorekaste",5.2
"2018-02-22","Tallinn","TTÜ 4 korpus Daily","Veiselihaguljašš",3.5
"2018-07-25","Tallinn","Amps Merimetsa","Talupojapajaroog",3.5
"2018-03-15","Tartu","Aardla TOIT","Praad+supp",5
"2017-11-27","Tartu","Restoran Tšehhov","Seasisefilee peekonis bataadi gratääni, aurutatud köögiviljade ja praeleemekastmega",4.5
"2018-01-08","Tartu","SPARK Cafe","Juurviljapüreesupp sealihaga",2.9
"2018-02-22","Tallinn","City Plaza","Borš",4.4
"2018-02-19","Tallinn","Golden Goose","Kodune seljanka",2.5
"2017-10-18","Tartu","Ristiisa Pubi","Mooritud broileriliha, friikartul, kahe kapsaga salat",3.7
"2018-04-06","Tallinn","Gourmet Coffee City","Vrapp köögiviljade, kana ja tartar kastmega",5.5
"2017-12-14","Tallinn","Kotlet","Quinoa - kõrvitsa soe salat india pähklitega (VEGAN) (L) (G)",4.2
"2018-05-29","Tartu","Kohtu Kohvik","Koorene kanapasta peekoni ja seentega",2
"2018-05-15","Tallinn","Tööstushariduskeskuse Daily","Borš hapuoblikate ja sealihaga",1.2
"2017-11-02","Tartu","Tartu Ränduri pubi","Kodune seljanka",2.7
"2018-05-04","Tallinn","Rotermanni Basiilik","Grillitud sea sisefilee, bataadikreem ja mustsõstra veinikaste",6.1
"2018-02-20","Tartu","Pierre","Suitsukana-aedviljasupp",2.5
"2018-02-14","Tallinn","ENZO Cafe & Restaurant","Üleküpsetatud kanakintsuliha paprika ja tomatiga,jogurtikaste riis/tatar/kartul",4.8
"2018-06-28","Tallinn","Vernalia kohvik","Lõhepasta",3.9
"2018-03-21","Tallinn","Beer Garden","Koorene kanapasta, päikesekuivatatud tomati, värske spinati ja parmesani juustuga",4.6
"2018-05-15","Tallinn","Emmeline & Otto","Guljašš /Goulash",3
"2018-08-07","Tallinn","Kopli Restoran","Praetud räimed, aurutatud tatra ja värske salatiga",5
"2018-07-17","Tartu","Da Vinci pasta & pizza","Pitsa kana, peekoni ja singiga",4.9
"2017-10-26","Tallinn","Rucola","Päevapitsa: Peekon, sibul, kirsstomat",5.9
"2018-06-06","Tallinn","MySushi Mere puiestee 4","Mereanni ramen käsitsi valmistatud nuudlitega",6.5
"2018-05-11","Tallinn","Emmeline & Otto","Lõhe pasta",5.5
"2017-10-26","Tallinn","Art-Salong Grao","Veisemaksa snitsel",3.9
"2018-07-13","Tallinn","Gourmet Coffee City","Pasta bolognese parmesani ja basiilikuga",5.5
"2018-03-19","Tallinn","Lavendel Café","Seljanka",1.4
"2017-10-24","Tallinn","Malltop Restoran","Kanafilee šhampinjoni ja juustuga",5.2
"2017-12-19","Tallinn","Kristiine Bistroo","Kana-nuudlisupp",1.9
"2017-11-01","Tartu","Amsterdam Kohvik/Pubi","Koorene pasta carbonara",3.9
"2018-04-30","Tallinn","Rataskaevu 16","Kartuli-hakklihavorm külma kastmega",6
"2017-12-29","Tallinn","HIIU Lounge","Keefirimarinaadis kanafilee koorese köögivilja ja riisiga",4.5
"2018-05-11","Tallinn","Helios Söögituba","Pannkook kondenspiimaga",1.15
"2018-03-02","Tartu","Ülejõe kohvik","Lõunabuffee 100g",0.9
"2018-01-15","Tallinn","Järve Amps","Või ja meresoolaga praetud lillkapsas",3.5
"2018-03-20","Tartu","Tartu Ränduri pubi","Kohupiim kisselliga, šokolaadivaht",1.7
"2017-12-08","Tallinn","Golden Goose","Hernesupp suitsulihaga",1.9
"2018-01-19","Tallinn","Ristikheina Kohvik","Hapukapsaborš",3.5
"2018-05-15","Tallinn","TTÜ Keemiainstituudi Daily","Oad ja aedviljad peperoni kastmes",2.9
"2018-02-23","Tartu","Cafe Shakespeare","Loomalihasupp paprikaga *",2.6
"2018-01-15","Tallinn","Reval Café Perh Aatriumi","Veisestrooganov mehhikopärases tomatikastmes tatra ja seemnese porgandi-kõrvitsasalatiga (SG)(L)",4.5
"2018-03-07","Tallinn","Nimeta Baar & Grill","Tom Kha krevettidega",1.5
"2018-02-08","Tallinn","Vernalia kohvik","Püreesupp",2
"2018-02-14","Tallinn","Chicago 1933","Veiseliha guljašš keedetud kartuliga",6
"2018-04-04","Tallinn","Tark Catering","Keefiri Pannkoogid hapukoorega",2
"2018-06-22","Tallinn","Vernalia kohvik","Ljulja-kebab / lambaliha",4
"2017-10-31","Tallinn","Fersen kohvik","Haklihapallid kartuliga",4.5
"2017-10-24","Tallinn","Legend Kohvik","Viini šnitsel ahjukartuliga",3.9
"2018-07-16","Tallinn","Tähesaju Kohvik","Pannkoogid moosiga",1.7
"2018-05-08","Tallinn","Magdaleena Cafe","Hakkliha-karulaugu kotlet",4.5
"2018-04-16","Tallinn","Al Mare Grill","UUDIS! Grillitud veisesisefilee värskel salatil",5.7
"2018-04-16","Tallinn","Kathmandu Hill","Kanakarri marineeritud mango ja paprikaga *",5.5
"2018-07-19","Tallinn","Helios Söögituba","Indiapärane kanapajaroog",5.5
"2018-05-04","Tallinn","T-Kohvik","Köögiviljad juustuga",3.5
"2018-06-22","Tallinn","Mets Restoran","Parmesani kana",4.9
"2018-05-25","Tallinn","Tatari Söögituba","Lõhefilee chipotlega",6.6
"2018-01-24","Tallinn","City Plaza","Kanapada aprikoosidega",3.5
"2018-03-30","Tartu","Sheriff Saloon","Peekoni burger (180g loomahakkliha pihv, cheddar juust, jääsalat, peekon, western remulaad ja bbq kaste)",5
"2017-11-13","Tallinn","Umami Resto","Pikalt küpsetatud searibid kimchi kapsa, Umami friikartulite ja ürdimajoneesiga",5.9
"2017-11-22","Tallinn","Hiiu Pubi","Komplektlõuna(supp+praad)",7
"2018-01-09","Tallinn","ENZO Cafe & Restaurant","Kaelakarbonaad kartuliga/tatraga/riisiga",4.8
"2018-05-04","Tallinn","Tark Catering","Grenka munaga, suhkruga ja kaneeliga",0.5
"2018-06-28","Tallinn","Wiegand restoran ja baar","Tuunikalasalat",3.5
"2018-07-27","Tartu","Villa Margaretha","Paneeritud kanaliha",3.75
"2018-01-04","Tallinn","FREDO Köök&Baar","Küpsetatud heigifilee, brokkoli, riisi ja õuna-kurgi tar-tar kastmega",5
"2018-04-24","Tallinn","T-Kohvik","Seenepüreesupp",3
"2018-01-25","Tartu","Villa Margaretha","Aedviljasupp sealihaga",2.75
"2017-12-14","Tallinn","Reval Café Rävala","Tomatipüreesupp mozzarellaga",3.2
"2018-06-05","Tallinn","Mets Restoran","Lahtine kapsapirukas kodujuustuga",3.5
"2018-02-08","Tallinn","Rävala Daily","Hapukapsaborš veiselihaga",2.2
"2018-02-01","Tartu","Kohvik Pööre","Lõuna juurde: kohv 1.-, kohv+dessert 2.50, Täisbuffee",8
"2018-05-01","Tartu","Sepa Kohvik","Hakkliha-oapada riisiga",2.6
"2018-03-12","Tallinn","Poska kohvik","Karrine kana-läätsesupp kookospiimaga",3
"2018-07-11","Tallinn","Grenka Kohvik","Praetud veiseliha + kartul, salat",6.5
"2017-11-17","Tallinn","Restoran Sardiinid Pirital","Burgundia pada",5.5
"2018-01-22","Tallinn","Reval Café Telliskivi","Hapukapsasupp hapukoorega",3.2
"2018-02-15","Tallinn","Mustikas Kohvik","Hernesupp suitsulihaga",1.9
"2018-01-24","Tallinn","T-Kohvik","Lihaseljanka",3.6
"2018-04-16","Tallinn","Gourmet Coffee City","Tummine kreemsupp kõrvitsa ja suitsujuustuga (t)",3.5
"2018-07-20","Tartu","Sheriff Saloon","Kampaania burger: Kentucky Breaded Chicken (180g Paneeritud kanafilee, cheddar, peekon, värske kurk, tomat, röstsibul, smokey sinep, murulaugu majo)",7
"2018-01-31","Tartu","Big Ben Pubi","Kana-nuudlisupp",2.3
"2017-12-15","Tartu","Fasters Grill-Buffee","Seljanka 100g",0.69
"2018-01-22","Tallinn","Gelsomino pizzeria","Pelmeenid või ja hapukoorega",5
"2018-04-16","Tallinn","T-Kohvik","Kurzemestrooganov",4.3
"2018-01-16","Tallinn","Vernalia kohvik","Värskekapsasupp",1.6
"2018-04-27","Tallinn","Viktoria Restoran","Porru-kartuli püreesupp (G)",1.9
"2017-12-22","Tallinn","Kohvik Tüll","Ahjusealiha köögiviljadega",4
"2017-12-06","Tallinn","Reval Café Kumu","Hakklihapall sinepikastme, ahjukartulite ja värske salatiga",4.5
"2017-11-21","Tartu","Fasters Grill-Buffee","Kihiline magustoit",1.5
"2017-10-30","Tallinn","Kohvik Tüll","Kurzeme strooganov",2.8
"2018-03-13","Tallinn","Audentese Spordikeskuse Daily","Brokolipüreesupp sulajuustuga",1.5
"2018-02-09","Tallinn","Lasnamäe 2 Daily","Praetud heigifilee",3.5
"2018-08-10","Tartu","Messikohvik","Ahjus röstitud seakael punase sibulamoosi ja juurselleri püreega",5
"2018-07-25","Tallinn","Beer Garden","Paneeritud seašnitsel, praekartuli ja sinepikastmega",5.5
"2018-04-23","Tartu","Aleksander","Kodune seljanka",2.8
"2018-04-04","Tallinn","Restoran Lyon Viru","Paneeritud kanakintsuliha ürdiriisi ja spinati-toorjuustukastmega",6.5
"2018-08-14","Tallinn","Rucola","Pearoog: Tomatine lambalihapada valge oa ja köögiviljadega",7.5
"2017-10-31","Tallinn","Akbana India Restoran","Marineeritud kanafileetükid, rikkalikus soja-küüslaugu kastmes, sibula, ubade ja seentega",5
"2018-04-06","Tallinn","Q Bistroo","Köögiviljadega täidetud baklažaan",3.99
"2018-05-02","Tallinn","Reval Café Rävala","Lillkapsapüreesupp röstitud suitsukanaga",3.2
"2017-12-21","Tallinn","Salvador Steakhouse","Sealiha steik ahjukartuliga",5
"2018-04-19","Tartu","Fasters Grill-Buffee","Vaarikakissell kohupiimaga",1.5
"2018-04-30","Tallinn","Restoran Platz","Kana Kiiev köögiviljariisi ja koorese tomati-sibula salatiga",6
"2018-07-27","Tartu","Kohvik Paul","Kooreklops",4.5
"2018-03-22","Tallinn","FREDO Köök&Baar","Küpsetatud tursafilee, tiilikartuli, kurgi-daikoni salati ja remulaad kastmega",6
"2018-06-05","Tallinn","Lasnamäe 2 Daily","Läätse - oapada (vegan) Fitlap",1.2
"2018-01-29","Tallinn","Grenka Kohvik","Kalkunišnitsel + kartul, tartar kaste",6.5
"2018-03-13","Tallinn","Apelsini Raudtee Resto","Pikkpoiss",5.5
"2017-11-07","Tallinn","Kopli Restoran","Veisemaksa guljašš, aurutatud tatra ja värske salatiga",5
"2018-03-06","Tallinn","Ubin bistroo","Värske salat suitsulõhe-ja rukola kastmega",5.5
"2018-01-11","Tallinn","Kohvik Tüll","Guljash sealihast",2.8
"2017-11-02","Tartu","Pierre","Salatibuffet ""Pierre Style""",4.9
"2018-07-25","Tallinn","HIIU Lounge","Komplekt (supp+praad+jook)",7
"2018-04-16","Tallinn","Restoran Lyon Viru","Grillitud seakarbonaad ahjuköögiviljade, tomatisalsa ja pärlsibulasalatiga",6.5
"2018-03-20","Tartu","Tartu Kohvik","Kala-karrikaste riisiga",3.9
"2018-02-19","Tallinn","Foodproff Bistroo","Makaroni-kartuli supp",2.5
"2018-01-11","Tallinn","Kringlimaja","Ühepajatoit",4
"2017-10-27","Tartu","Kohvik Paul","Loomaliha koorekastmes",4.5
"2018-04-03","Tartu","Hektor Cafe","Punase oa pilaff (vegan)",4
"2018-01-12","Tartu","Aardla TOIT","KANA ŠNITSEL ANANASSI JAJUUSTUGA, Toorsalat, kana liha, kartul, kaste. Portsioni üldkaal 500gr",3.8
"2017-11-03","Tartu","Newton Kohvik","Kanafileešnitsel võikastme, köögiviljadega riis ja toorsalat",4
"2018-02-14","Tallinn","Kohvik Tüll","Magushapu kalkuniliha kaste",3.1
"2018-03-08","Tallinn","TTÜ peahoone Daily","Sealihaguljašš",2.3
"2018-06-20","Tartu","6teist Kannu","Frikadellisupp",2
"2018-02-08","Tallinn","Grenka Kohvik","Kodused pelmeenid",5.6
"2018-04-16","Tallinn","Järve Amps","Seljanka lihaga",2.2
"2018-01-31","Tartu","Pierre","Salatibuffet ""Pierre Style""",4.9
"2018-07-19","Tallinn","Cubanita Live Cafe","Värske fetajuustu salat",3.6
"2017-11-30","Tallinn","Pärnu mnt Amps","Ameerikapärane searibi jõhvika glasuuriga",5.9
"2018-02-06","Tartu","Reeda Pagari kohvik","Seašnitsel, kartul, kaste, salat",4
"2018-05-11","Tallinn","Kohvik Tüll","Hkklihakotletid ürtidega",3.9
"2017-10-27","Tartu","Sepa Kohvik","Maksastrooganov",2.6
"2018-04-10","Tartu","Cafe Briis","Maks kastmega+ kartulipüree+ salat",3
"2018-03-22","Tallinn","Kitchen Rõõm","Pilaff",4
"2018-01-08","Tartu","Newton Kohvik","Kana- klimbisupp",2.2
"2018-03-08","Tallinn","Luminor Maja Daily","Värskekapsasupp veiselihaga",1.9
"2018-08-03","Tartu","Pahupidi Kohvik","Rikkalik kartulivorm (Vegan)",3.5
"2018-08-10","Tartu","Newton Kohvik","Maasika - puuviljasmuuti",2.5
"2018-02-07","Tartu","Reval Café Tartu","Mesised kanapoolkoivad ürdiste läätsede, koorekastme ja porgandi-kapsasalatiga(SG)",4.5
"2018-01-05","Tallinn","Vernalia kohvik","Kodune kotlet",3.4
"2018-06-21","Tartu","Polpo","Maguskartuli võileib avokaadiga",4.5
"2017-12-14","Tallinn","Järve Amps","Praekartul metsaseente, porro ja külma kastmega",3.3
"2018-08-02","Tallinn","HIIU Lounge","Minestrone supp",3.5
"2018-08-07","Tallinn","Linnateatri kohvik","Lillkapsa-brokoli gratään",4
"2018-05-30","Tallinn","Tark Catering","Puuviljasalat",2.5
"2018-04-23","Tartu","Gustav Gastro Cafe","Gastro koorene lõhepasta",3.6
"2017-11-10","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Türgi lihapallisupp",1.95
"2018-01-01","Tallinn","Beer Garden","Veiseliha borš hapukoorega",2.8
"2018-01-11","Tallinn","Järve Amps","Makaronid hakklihaga",3.5
"2018-02-08","Tallinn","Apelsini Raudtee Resto","Liivaloss astelpajumoosiga",3
"2018-04-30","Tallinn","Sikupilli Basiilik","Salaamipitsa spinati ja sinihallitusjuustuga",8.5
"2017-12-06","Tallinn","Kalevi Jahtklubi Resto","Tom Kha kana ja shampinjonidega",3
"2017-11-27","Tartu","Tartu Kõrgema Kunstikooli kohvik","Plov",2.6
"2017-11-16","Tallinn","Cafe Lyon Meistri","Madalküpsetatud forellifilee basmatiriisi, kirsstomatisalati ja köögivilja-karrikastmega",6.9
"2018-03-07","Tallinn","Luminor Maja Daily","Kõrvitsa - õunasupp karri ja ingveriga",1.9
"2018-04-30","Tallinn","TKTK Amps","Kanafileerull köögiviljadega täidetud",3.2
"2018-03-06","Tallinn","Tark Catering","Värskekapsasupp kanalihaga",2.5
"2018-04-19","Tartu","Red Chilli","Singapuri stiilis kana *",4
"2018-01-09","Tallinn","Pärnu mnt Amps","Külasupp",2.2
"2018-01-16","Tallinn","Akbana India Restoran","Kanaliha küpsetatud kartulitega ning munaga kergelt vürtsistatud kastmes",5
"2018-04-30","Tallinn","Sikupilli Basiilik","Bolognese lasanje tomati kastme ja rohelise salatiga",6.4
"2018-01-29","Tallinn","Kohvik Coriander","Viie vürtsi sealihasupp keedetud munaga",3.5
"2017-11-08","Tallinn","Legend Kohvik","Sealiha piccata ahjukartuliga",3.9
"2018-06-22","Tallinn","Viimsi Subway","Päeva SUB - Falafel",2.65
"2018-03-08","Tallinn","Amps Merimetsa","Kana-nuudlisupp",3.2
"2018-05-04","Tallinn","Restoran ""100""","Päevadessert",3.5
"2018-06-22","Tallinn","Tark Catering","Kalmaarirõngad (3tk) ja kevadrullid (4 tk) dipi kastmega",2.5
"2018-07-26","Tallinn","Kamikadze Grill","Ljulja-kebab lambalihast või kalkuni kebab ahjukartulitega",5
"2018-06-06","Tallinn","Foodproff Bistroo","Kartuli-feta-peedivorm",3.8
"2018-01-01","Tallinn","Krua","Tom Yum supp",4
"2018-03-16","Tartu","Kohvik Paviljon","Kookose- šokolaadikook",2.1
"2018-05-31","Tartu","Entri","Kalafilee tomatiga , kartul , köögiviljasalat",4
"2018-01-15","Tallinn","Magistrali Bistroo","Pozarski kotlet",4
"2018-04-30","Tallinn","Kohvik Tüll","Suitsukanasupp riisiga",1.4
"2017-12-28","Tallinn","Reval Café Müürivahe","Hakkbiifsteek fetajuustu, kapparise tatra, piprakastme ja peedi-küüslaugusalatiga (SG)",4.5
"2017-12-28","Tallinn","Alfredi Pubi","Kalkunisnitsel",1.8
"2018-04-06","Tallinn","Magdaleena Cafe","Kurzeme stroganov kanalihast",4.5
"2018-05-25","Tallinn","Ubin bistroo","Sealiha wrap",4.8
"2017-10-25","Tallinn","Umami Resto","Suitsune Järveotsa farmi vutt kreemise polenta ja rukolaga",5.9
"2018-03-22","Tallinn","Alter Ego restoran","Kolmekäiguline lõuna",12.5
"2018-07-10","Tallinn","Mustikas Kohvik","Seenerisotto",3.5
"2018-05-10","Tallinn","Kompass","Sealiharaguu",5
"2017-11-30","Tallinn","FREDO Köök&Baar","Tom Kha seene, kana ja köögiviljadega",3
"2017-12-14","Tallinn","TTÜ 4 korpus Daily","Sealiha tatrajahu paneeringus",4.2
"2017-12-05","Tallinn","Kohalik kohvik","Pangaasius kartulipüree ja värske salatiga",4.5
"2018-07-25","Tallinn","Reval Café Rävala","Bataadi-porrupüreesupp krutoonidega",3.2
"2018-05-16","Tartu","Reeda Pagari kohvik","Pannkook maasika toormoosiga/ meega",2.5
"2018-04-04","Tallinn","Kopli Restoran","Lõhesupp cheddari juustuga",3
"2018-03-15","Tartu","Fii Restoran","Lillkapsapüreesupp",4
"2018-05-30","Tallinn","Alfredi Pubi","Peekoni-nuudlisupp",3.6
"2018-05-04","Tallinn","Järve Amps","Jogurti ja punase karriga marineeritud kanaliha",4.2
"2017-12-12","Tallinn","Endla 4 Daily","Magushapu sealihakaste",2.5
"2017-10-26","Tallinn","Kohalik kohvik","Sealiha-köögiviljasupp",2.5
"2017-11-09","Tallinn","Apelsini Raudtee Resto","Ahjulõhe",5.9
"2018-01-01","Tallinn","F-hoone","Pikkpoiss tatra ja koorekastmega",3.9
"2018-03-08","Tallinn","T-Kohvik","Aedoad küüslaugu ja parmesaniga",3.5
"2018-03-30","Tartu","Werner","Lambaraguu pärkuskussi ja külma jogurtikastmega",4.5
"2018-07-11","Tallinn","Järve Amps","Sibulaklops",4.2
"2017-11-16","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Koorene lõhesupp",2
"2017-11-17","Tallinn","Reval Café Pärnu mnt","Vürtsikas lambahakklihasupp riisi ja koriandriga",3.2
"2018-07-27","Tartu","Sheriff Saloon","Päevaburger: Texas Ranger",5
"2018-07-10","Tallinn","Helios Söögituba","Kana-riisisupp",1.95
"2018-01-29","Tallinn","KAI Kohvik","Kana karrikastmes, lisandi ja värske salatiga",3.95
"2018-08-08","Tallinn","iO restoran","Soome kalasupp",4
"2018-04-17","Tartu","Sepa Kohvik","Sealiha õuna-sinepikastmes",2.6
"2018-08-14","Tallinn","Linnateatri kohvik","Pajaroog",4.2
"2018-01-18","Tallinn","Beer Garden","Õunastruudel, vanilje kastme ja jäätisega",3
"2018-01-17","Tallinn","Rävala Daily","Rikkalik küülikupraad",5.1
"2018-07-23","Tallinn","Emmeline & Otto","Itaaliapärane tomatipüreesupp/ Italian style tomato puree soup",3.5
"2018-07-25","Tallinn","Rävala Daily","Kartuli - sealihasupp spinatiga",2.2
"2017-12-01","Tartu","Kohvik Paviljon","Õhuline õuna- sidrunikook vanilje kastmega",2.1
"2018-07-13","Tallinn","Tark Catering","Kodune mustikakook kohupiimaga",2
"2018-03-12","Tallinn","Audentese Spordikeskuse Daily","Saidafilee taignas",3.8
"2018-04-12","Tallinn","Amps Merimetsa","Krõbe kana teravas küüslaugukastmes (Aasia)",4.9
"2018-01-11","Tallinn","Restoran Lyon Viru","Maisisupp suitsuvorsti-tomatisalatiga",3.9
"2018-02-22","Tallinn","Nipernaadi Restoran","Salatibaar",4.5
"2018-07-12","Tartu","Umb Roht","Haug taignas tomatise risotto, pesto ja ürdiõliga",6
"2018-05-30","Tallinn","Art-Salong Grao","Taimetoit-Tatar seentega ja juurviljadega",3
"2018-03-07","Tallinn","T-Kohvik","Lillkapsas juustuga",3.5
"2018-04-03","Tartu","Kohvik Spargel","Ahjukartulid, aurutatud aedviljad, sealihakotlet, karrine kanakaste šampinjonidega, aasiapärane porgandisalat/ majoneesi-küüslaugu-peedisalat, leib, sai, maitsevõi, kannuvesi",4.5
"2018-07-24","Tallinn","Rotermanni Basiilik","Kana-fetasalat magusa tšilli-laimi kastmega",5.7
"2018-05-10","Tallinn","Rävala Daily","Pikitud seapraad praekapsaga",4.9
"2018-02-27","Tartu","Eesti Maaülikooli Daily","Praetud veisemaks sibulaga",2.2
"2018-05-25","Tallinn","Mustamäe Subway","Päeva SUB - Falafel",2.65
"2018-05-28","Tartu","KarriTehas","Vürtsikas Kana Vindaloo",4
"2018-03-05","Tartu","KarriTehas","Natuke mõlemast (50/50)",3.75
"2017-12-21","Tallinn","Restoran Lyon Viru","Värskekapsasupp searibiga",3.9
"2018-05-29","Tartu","Sepa Kohvik","Kartuli-hakklihavorm",2.8
"2017-11-13","Tallinn","Nipernaadi Restoran","Salatibaar + päevasupp",6
"2018-08-13","Tartu","Emajõe Pruulikoda","Pelmeenisupp",2.5
"2017-10-31","Tallinn","Reval Café Perh Aatriumi","Kartuli-kalavorm külma jogurti-murulaugukastme ja värske salatiga",4.5
"2018-05-24","Tartu","Sepa Kohvik","Plov",2.8
"2018-01-05","Tallinn","Ubin bistroo","Täidetud paprika läätse-aedvilja täidisega",4.5
"2018-03-20","Tartu","Karlova Kohv","H: Odrahelbepuder martsipanimüsli ja laimimaitselise kiiviga",3.7
"2018-03-28","Tartu","ERMi kohvik Pööriöö","Kalasupp",3
"2018-02-09","Tallinn","Sileri Köök","Chilline kana keefiri marinaadis",3.5
"2017-11-24","Tartu","Kotka Kelder","NOVEMBER Soe fetajuustusalat",3.8
"2017-12-06","Tallinn","Chapters Boutique Cafe","Gumbo lihasupp",3
"2018-05-28","Tartu","Sepa Kohvik","Koorene kanastrooganov",2.8
"2018-04-30","Tallinn","Tervishoiu Kõrgkooli Daily","BBQ kastmega küpsetatud seakarbonaad",3.5
"2017-10-13","Tallinn","Mets Restoran","Õunavaht",1.3
"2018-06-26","Tallinn","Pärnu mnt Amps","Köögiviljapüreesupp",2
"2018-05-03","Tallinn","Audentese Spordikeskuse Daily","Sealihakaste ürtidega",2
"2018-05-31","Tartu","Polpo","Maguskartuli võileib ricotta ja murulauguga",4.5
"2017-12-19","Tallinn","TTÜ 4 korpus Daily","Kartuli-tangupuder praetud peekoni ja sibulatega",3.5
"2018-04-18","Tallinn","Endla 4 Daily","Selge leemega köögiviljasupp sealihaga",2
"2017-11-29","Tallinn","Reval Café Viimsi","Kalakotlet kartulipüree, pikantse külma kastme ja värske salatiga (SG)",4.5
"2017-11-16","Tallinn","Reval Café Pärnu mnt","Rassolnik veiselihaga",3.2
"2018-04-13","Tartu","Duffy Duff pelmeenikohvik","Komplekt (supp + praad)",4
"2018-07-19","Tallinn","Viktoria Restoran","Lillkapsa-kaalika püreesupp (G)",1.9
"2018-08-07","Tallinn","Kochi Aidad","Frikadellisupp",2.5
"2017-12-18","Tallinn","Rucola","Küpsisekook",2.9
"2018-07-04","Tartu","Kohvik Paviljon","Tiramisu maius vaarikatega",2.1
"2017-12-21","Tallinn","Nipernaadi Restoran","Päevasupp",3
"2018-07-30","Tartu","Tartu Bitestop Subway","Päeva SUB - sink",2.65
"2018-01-18","Tallinn","Marii Bistroo","Kalkuni-aedviljaraguu",3.8
"2017-12-26","Tartu","Tartu Kohvik","Lihapallid kartulipüreega",3.9
"2017-11-09","Tallinn","Reval Café Kumu","Koorene lõhe-köögiviljasupp spinati ja munaga",3.2
"2018-04-27","Tallinn","Tammsaare Ärikeskuse Daily","Gnocchi spargelkapsaga**",1.2
"2017-12-22","Tallinn","Kompass","Küpsetatud kanakintsud",5
"2017-11-10","Tallinn","Söökla","Küpsetatud lillkapsas mandlilaastude ja toorjuustuga",3.75
"2018-07-24","Tallinn","Endla 4 Daily","Üleküpsetatud seakarbonaad seente ja sibulaga",4.5
