"date","city","name","offer","price"
"2018-03-08","Tallinn","Restoran Masha","Tummine guljašš supp",2.5
"2017-11-10","Tallinn","Mets Restoran","Mulgipuder peekoni ja sibulaga",3.5
"2018-07-26","Tallinn","Wiegand restoran ja baar","Teravas kastmes sealiha värviliste köögiviljade ja ahjukartuliga",5
"2017-10-19","Tartu","Suudlevad tudengid","Heigifilee porgandi-sibulakattega, riis, kaste, kurk, tomat",4.5
"2018-01-30","Tallinn","Sileri Köök","Sealiha mehhiko kastmes",3.5
"2018-06-15","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Kanafileetasku suitsukana ja juustu täidisega",5.95
"2017-10-26","Tallinn","Apelsini Raudtee Resto","Suitsupardi-kinoa salat",4.5
"2018-02-27","Tartu","Sõbra Pesa","Singisupp",2.2
"2017-12-01","Tartu","Sheriff Saloon","Texas Ranger (180g hakkpihv, cheddar juust, jääsalat, blue cheese, röstitud sibul, Sheriff,-ja küüslaugu remulaad kaste)",5
"2018-08-17","Tartu","Big Ben Pubi","Hartšo",2.5
"2018-07-16","Tallinn","Akbana India Restoran","Kanafileetükid India koorekastmes",5
"2018-02-22","Tallinn","TTÜ 4 korpus Daily","Kartulipannkook šampinjonidega",2.9
"2018-04-06","Tallinn","MöT Kohvik","Rabarberi kohupiimakook",2.5
"2018-02-15","Tallinn","Restoran Sardiinid Pirital","Paneeritud valge kala kartulipüreega",5.5
"2018-03-06","Tallinn","Ubin bistroo","Seene-suvikõrvitsaroog",4.5
"2017-12-21","Tallinn","Linnateatri kohvik","Peedikotletid",3.9
"2017-12-19","Tallinn","FREDO Köök&Baar","Tempura kanafilee, kinoa-riisi pada ja tšillimajoneesiga",5
"2018-05-15","Tallinn","Audentese Spordikeskuse Daily","Kodune sealihakaste",2
"2018-08-09","Tallinn","Foodproff Bistroo","Veiselihadapada",4.1
"2018-04-11","Tartu","Ülikooli kohvik","Maasika- kohupiimakreem küpsise ja halvaaga",2
"2018-01-30","Tallinn","Kitchen Rõõm","Pasta carbonara",4
"2017-12-07","Tallinn","Restoran Platz","Kõrvitsarisotto röstitud kõrvitsaseemnetega (T, P)",5
"2018-02-08","Tallinn","Kompass","Saida gratin",5
"2018-06-28","Tallinn","MySushi Vilde","Jakoshi maki-8tk (lumekrabi, philadelphia, lõhe, mozzarella, tamago, lendkalamari) + Tempura Kokoro-8tk (lumekrabi, philadelphia, tuunikala)",9.99
"2018-01-04","Tallinn","Ag cafe","Kana-klimbisupp",2
"2018-05-14","Tallinn","Al Mare Grill","UUDIS! Grillitud bbq veisepihv värskel salatil",5.3
"2018-04-26","Tallinn","Lasnamäe 2 Daily","Hakkliha chilli con carne **",1.2
"2018-06-14","Tallinn","Tark Catering","Ljulja kebab keedetud kartuliga",5
"2018-03-12","Tallinn","Viktus Kohvik","Kanakints juustuga, ahjukartuli, sinepise koorekastme ja peedisalatiga",5.6
"2018-06-04","Tartu","Hot Pot","INDIA. BAIGAN MASALA *** Baklažaan vürtsikas indiapärases kastmes",4.5
"2018-02-26","Tallinn","Sileri Köök","Eskalopp sealihast",3.5
"2017-11-08","Tallinn","Black Mount pubi","Ühepajatoit sealihast",3.2
"2018-01-05","Tallinn","Galerii kohvik & bistroo","Seapraad hapukapsaga",5.1
"2017-12-07","Tallinn","Reval Café Pärnu mnt","Rassolnik veiselihaga",3.2
"2017-12-13","Tartu","Krempel Kohvik","Vürtsine kana köögiviljariisiga",5
"2018-05-08","Tallinn","MySushi Stockmann","Värske pardiliha salat magushapu kastmega",3.9
"2018-06-28","Tallinn","Al Mare Grill","Kodune kotlet",4.8
"2018-01-30","Tallinn","Lavendel Café","Üleküpsetatud sealiha",4.5
"2018-08-02","Tallinn","Hell Hunt","Hernesupp",1.8
"2018-01-11","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Saksa vorstisupp",2.7
"2018-03-14","Tartu","Ruunipizza","LIHASÖÖJATELE:Tomati-kanapasta",3.5
"2017-12-07","Tallinn","Butterfly Lounge","Õrnalt röstitud vasikamaks punasekapsa-pohla hautise ja ahjukartuliga",5.5
"2017-11-10","Tallinn","Veski Kõrts","Ahjus küpsetatud kanakintsud",4.1
"2018-06-26","Tallinn","Saku Gastro","Kikerherne-läätsepallid kartulipüreega",5.5
"2018-01-15","Tallinn","Foodproff Bistroo","Veiselihalõigud sinepikastmes",4.1
"2018-07-25","Tallinn","Magdaleena Cafe","Hakkliha-läätsekebab",4.8
"2018-02-02","Tartu","Cafe Shogun","Värskekapsa supp",1.7
"2018-04-11","Tartu","Vapiano","Insalata - Cesare kanaga / Mista kanaga / Quinoa",5
"2018-06-11","Tartu","Kohvik Paul","Prantsuse liha",4.8
"2018-08-15","Tartu","Cafe Shogun","Pasta Bolognese",3.6
"2018-05-03","Tallinn","Malltop Restoran","Kodune kotlet",4.3
"2018-01-25","Tartu","Kohvik Rabarber","Kartuli-kõrvitsapüreesupp",2
"2018-07-30","Tartu","Kolm Tilli","Toorvegan suhkruvabad Cookie dough bites",1
"2018-03-21","Tallinn","Tark Catering","Porgandisalat ananassiga",2
"2017-11-08","Tallinn","Margarita Restoran","Köögiviljapüreesupp",2.5
"2017-10-26","Tallinn","Ubin bistroo","Värske salat suitsulõhe ja rukola kastmega",5.5
"2018-01-04","Tallinn","Kärbes Kitchen&Bar","Praetud lõhefilee kartuli-spinatikoogi, maisikastme ja hernepestoga",4.5
"2018-02-14","Tallinn","Tähesaju Kohvik","Praetud suitsuviinerid",3.7
"2018-07-31","Tallinn","Kopli Restoran","Gazpacho",3
"2018-02-19","Tallinn","Kohvik Tüll","Kanafilee tomati ja juustuga",4.5
"2018-02-09","Tallinn","Sileri Köök","Hakkliha köögiviljasupp",2
"2018-02-20","Tartu","Sheriff Saloon","Sheriff burger (180g loomahakkliha pihv, cheddar juust, jääsalat, paneeritud sibula rõngad, tomati salsa ja Sheriff remulaadkaste) -",5
"2017-12-21","Tallinn","Kotlet","Valge oa-baklazani ja zucchini roog rohelise karriga (VEGAN) (L) (G)",4.2
"2018-05-08","Tallinn","T-Kohvik","Lihapallid sinepikastmes",4.3
"2018-05-11","Tallinn","MöT Kohvik","Köögivilja-püreesupp",2.8
"2018-04-25","Tartu","Emajõe Pruulikoda","Kana-klimbisupp",2.5
"2017-11-30","Tallinn","HIIU Lounge","Komplekt (supp+praad+jook)",7
"2018-03-20","Tartu","Cafe Truffe","Sinepine seasisefilee, ahajukartulite, pruuni kastme, värske salatiga",5
"2017-10-25","Tallinn","August Kohvik","Küüslauguleemega teokarbi pasta valgete ubade ja toorsuitsupeekoniga",5.5
"2018-05-01","Tartu","La Dolce Vita","Päevapasta singi ja seentega koorekastmes",4.9
"2018-02-15","Tallinn","Helios Söögituba","Kana-lillkapsasupp tomatiga",2.1
"2018-02-20","Tartu","Umb Roht","Kreemjas tomatisupp röstitud peekoniga",6
"2018-06-06","Tallinn","Umami Resto","Lamba hautis läätsedega",6.9
"2018-01-18","Tallinn","Kotlet","Köögiviljahautis (VEGAN) (L) (G)",4.2
"2018-03-05","Tartu","Kohvik Paul","Ahjuliha praekapsaga",4.7
"2018-01-16","Tallinn","Tatari Söögituba","Kanamaksakaste köögiviljadega(L;G)",3.65
"2017-10-24","Tallinn","KAI Kohvik","Hernesupp suitsulihaga",1.95
"2018-06-05","Tallinn","Foodproff Bistroo","Ühepajatoit (päevapraad)",3.5
"2018-08-03","Tartu","Newton Kohvik","Peedisupp",2.2
"2017-10-31","Tallinn","Galerii kohvik & bistroo","Ahjuliha",5.2
"2018-03-22","Tallinn","Foodproff Bistroo","Lisandid: kartul, riis, tatar",0.8
"2018-05-11","Tallinn","Mustamäe Subway","Päeva SUB - Falafel",2.65
"2017-10-25","Tallinn","Ubin bistroo","Tomatipüreesupp",1.9
"2017-11-22","Tallinn","Rävala Daily","Juustukoorikus kanafilee",4.9
"2018-06-29","Tallinn","Cubanita Live Cafe","Kodune seljanka",2.8
"2018-05-04","Tallinn","Frenchy","Veiseburger koos friikatega",4.9
"2018-01-05","Tallinn","TEXAS Honky Tonk & Cantina","VEINIS KYPSETATUD SEALIHA täidetud kartuli & juurviljawokiga",4.99
"2018-04-02","Tallinn","Araz baar","Kana stroganoff seentega",2.7
"2017-12-22","Tallinn","Tammsaare Ärikeskuse Daily","Kartuli - frikadellisupp",2.55
"2018-01-22","Tallinn","Amps Merimetsa","Lihapallid kooreses basiilikukastmes",3.5
"2018-06-20","Tartu","Reeda Pagari kohvik","Sealliha prantsuse moodi, kartul, kaste, salat",4.5
"2018-04-02","Tallinn","Lasnamäe 2 Daily","Röstitud köögiviljad mango kastmes **",1.2
"2018-07-26","Tallinn","Restoran Masha","Hooajaliste juurviljadega värske salat koos ahjukalaga",2.5
"2017-10-25","Tallinn","Reval Café Tere","Seapraad juustukastme ja aurutatud köögiviljadega",4.5
"2018-08-14","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Parmesani broilerifilee",5.8
"2018-06-11","Tartu","Pahupidi Kohvik","Pasta bolognese (Vegan)",3.5
"2018-08-08","Tallinn","Tammsaare Ärikeskuse Daily","Kodujuustu - heeringakaste",2
"2018-03-16","Tartu","Gustav Gastro Cafe","Suitsune veiselihapasta",3.6
"2018-02-19","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Mädarõika-veiselihakaste",4.45
"2018-01-24","Tallinn","Mustikas Kohvik","Seljanka",2.3
"2017-11-24","Tartu","La Dolce Vita","Päevapitsa: Salaami ja artichok",4.9
"2018-06-20","Tartu","Kotka Kelder","Supi-desserdibuffet",3.8
"2018-05-11","Tallinn","Endla 4 Daily","Lasanje spinati ja köögiviljadega",2.9
"2018-07-04","Tartu","Newton Kohvik","Pikkpoiss koorekastme, köömnekartuli ja värske salatiga",4
"2018-08-17","Tartu","Pierre","Vaniljesorbee vaarika toormoosiga / õunasorbee apelsinimoosiga",1.5
"2018-02-12","Tartu","Kohtu Kohvik","Ungari guljass",2
"2018-06-22","Tallinn","Kohvik Tüll","Kodune seljanka",1.4
"2018-05-07","Tallinn","TTÜ 4 korpus Daily","Küpsetatud heigifilee",4.5
"2018-04-30","Tallinn","Sileri Köök","Kaardiväe kotlet",3.5
"2018-01-11","Tallinn","Lavendel Café","Kartuli-hakklihavorm",4.3
"2018-08-03","Tartu","Aleksander","Kanakints majoneesi-küüslaugu marinaadis",4.45
"2018-04-05","Tartu","Cafe Shogun","Frikadelli supp",1.7
"2018-07-10","Tallinn","Grenka Kohvik","Lõhefilee + kartul, spargel, Hollandi kaste",6.5
"2018-07-04","Tartu","Kohvik Pööre","Hakklihakaste, tatar, kikerhernepada, toorsalat",4.5
"2018-06-29","Tallinn","MySushi Stockmann","Phila lumekrabi maki-4tk (abokaado, lumekrabi, philadelphia, kurk) + Jakoshi küpsetatud maki-4tk (lumekrabi, philadelphia, lõhe, mozzarella, lendkalamari)",5.5
"2018-04-18","Tallinn","Marii Bistroo","Lasanje",5.2
"2018-06-07","Tartu","Cookbook","Teryaki lõhe köögiviljawokiga, värske rohelise ja sidrunikastmega",6
"2017-12-19","Tallinn","Vernalia kohvik","Lõheliblikas",4.2
"2018-08-08","Tallinn","Reval Café Kumu","Taignas kalafilee kartulipüree, külma kastme ja soolakurgiga (SG)",4.8
"2018-08-09","Tallinn","Kamikadze Grill","Kanašnitsel ahjukartulitega või kana plov",5
"2018-01-09","Tallinn","Mets Restoran","Ungarisupp",2.6
"2018-04-26","Tallinn","Art-Salong Grao","Pannkook moosiga /hapukoorega 2tk",2
"2018-06-14","Tallinn","TTÜ 4 korpus Daily","Koorene kanapada (päevapraad)",2.3
"2018-01-15","Tallinn","Grenka Kohvik","Kanasupp nudlitega",3.8
"2017-12-27","Tallinn","Elevant Restoran","Juustusupp**",3.5
"2018-07-25","Tallinn","Black Mount pubi","Borš",1.9
"2018-06-04","Tartu","Pahad Poisid","Keefirimarnaadis kanaliha üleküpsetatud kartulite, külma kastme ja toorsalatiga",3.9
"2018-06-25","Tallinn","Helios Söögituba","Kana-hakklihakotletid",4.85
"2017-12-06","Tallinn","Carmen Cafe Rotermann","Köögiviljapüreesupp ja seenesupp lihaga",3.5
"2017-10-13","Tallinn","Perrooni Kohvik","Metsaseenesupp sealihaga",2.2
"2018-03-21","Tallinn","Mustikas Kohvik","Kana-köögiviljasupp",1.9
"2018-07-19","Tallinn","Tammsaare Ärikeskuse Daily","Kartulipannkook rukola ja hapukoorega**",1.2
"2017-11-23","Tartu","KebabPizza","Pitaleivaeine(pitaleivatasku,friikartulid,coca cola",5.2
"2017-12-27","Tallinn","Kohvik Tüll","Kotlet mädarõikakastmes",3.9
"2018-02-08","Tallinn","Taqueria - Tacos & Drinks","Kana-peekoni Quesadilla",5.9
"2018-03-22","Tallinn","Kotlet","Vürtsikas aediviljapüreesupp (VEGE) (G)",2.5
"2018-05-30","Tallinn","MySushi Vilde","Murakami Maki-8tk (kalmaar, lumekrabi, lõhe, philadelphia) + Philadelfia-8tk (philadelphia, lõhe, avokaado)",8.88
"2018-01-05","Tallinn","Ag cafe","Mooritud sealiha",5
"2018-02-15","Tallinn","City Plaza","Kana karrikastmes",4.5
"2018-05-07","Tallinn","Talukõrts","Praetud seakael kartulisektoritega",4.5
"2018-02-15","Tallinn","Malltop Restoran","Šveitsi šnitsel",4.6
"2018-06-25","Tallinn","City Plaza","Lihaseljanka",5.4
"2018-05-18","Tartu","Reval Café Tartu","Klassikaline lasanje külma kastme ja toorsalatiga",4.5
"2018-02-19","Tallinn","iO restoran","Soome kalasupp",4
"2018-05-03","Tallinn","MySushi Tammsaare","Tempura Tamago ja Lõhe-8 tk (philadelphia, lõhe, tamago) + Murakami Salmon-8 tk (kalmaar, lumekrabi, lõhe, avokaado)",9.99
"2017-12-29","Tallinn","Restoran Platz","Kana magushapu kastmes ja aurutatud basmati riis",5.9
"2018-03-19","Tallinn","Al Mare Grill","UUDIS! Grillitud tuunikala värskel salatil",5.7
"2018-01-11","Tallinn","Malltop Restoran","Kodujuustkook",2.5
"2018-03-16","Tartu","Eesti Maaülikooli Daily","Üleküpsetatud veiseliha päikesekuivatatud tomatite ja toorjuustuga",3.8
"2018-05-10","Tallinn","Rataskaevu 16","Veisepada värske salatiga",6
"2018-05-04","Tallinn","Ubin bistroo","Kana- köögiviljasupp",2.1
"2018-06-27","Tartu","Kotka Kelder","Sealihašnitsel juustuga väike/suur",3.3
"2018-08-08","Tallinn","Mustikas Kohvik","Tortilla köögiviljatäidisega",3.5
"2018-01-23","Tallinn","Cafe Lyon Meistri","Vürtsikas kookoskoorega köögiviljasupp krevettidega",3.9
"2018-01-10","Tartu","Kohvik Rabarber","Lillkapsa-porrupüreesupp",2
"2018-05-07","Tallinn","Art-Salong Grao","Biifstek hakklihast täidetud munaga",3.9
"2018-03-21","Tallinn","Audentese Spordikeskuse Daily","Rohelise herne ja kartuli supp munaga",1.5
"2018-04-20","Tartu","Reeda Pagari kohvik","Ühepajatoit sealihaga, kartul",3.5
"2017-11-17","Tallinn","Marii Bistroo","Kodune frikadellisupp",1.9
"2017-11-01","Tartu","Smile Cafe","Armeenia toit ""Kerusus"" kanalihaga, hapukoor ja majaleib",3.3
"2018-08-01","Tallinn","Golden Goose","Täidetud paprika kartulipüreega/riisiga ja salat",4
"2018-02-19","Tallinn","Margarita Restoran","Praetud lestafilee kartulipüree ja tartar kastmega",5
"2017-11-15","Tallinn","More Cafe","Läätsesupp veiselihaga",3.9
"2018-06-12","Tallinn","Lasnamäe 2 Daily","Kodune sealihakaste",1.2
"2017-11-21","Tartu","Vene Restoran Vassilissa","Kanafilee majoneesi-spinati- ja porrukattega, seenestrogonov keedukartuli ja värske salatiga",4
"2017-11-08","Tallinn","Rucola","Päevapitsa: Kana, ananass, oliivid",5.9
"2017-11-09","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Grillitud broilerifilee hiinapärases mangoglasuuris",5.7
"2018-04-30","Tallinn","Kohvik Coriander","Kana magusas tšillikastmes jasmiiniriisiga",4.99
"2018-06-05","Tallinn","Ag cafe","Peedi-lihapallisupp",2
"2018-05-14","Tallinn","Ristikheina Kohvik","Frikadellisupp",3.5
"2017-11-03","Tartu","Joyce","Mopitud BBQ searibid, bataadifriikartulid, salat",6
"2018-04-09","Tartu","Vilde ja Vine","Pardikoib kartulipüree, rohelise salati ja punaveinikastmega",4.5
"2017-10-20","Tartu","Kohvik Rabarber","Kanafilee/pikkpoiss, keedetud kartul, aurutatud aedvili, ahto special salat ;), leib, sai, maitsevõi, kannuvesi",4.5
"2017-12-07","Tallinn","HIIU Lounge","Värskekapsasupp kanahakklihaga",3.5
"2018-03-19","Tallinn","Tammsaare Ärikeskuse Daily","Kodune hakklihakaste",1.9
"2018-08-13","Tartu","Kohvik Paviljon","Tummine liha-kruubisupp",2
"2017-10-30","Tallinn","Amps Merimetsa","Grillvorstid praekapsaga",4.6
"2018-01-30","Tallinn","TTÜ peahoone Daily","Lehttaignas küpsetatud lõhe",5
"2018-03-13","Tallinn","Luminor Maja Daily","Aurutatud lõhe",5
"2018-01-19","Tallinn","Reval Café Perh Aatriumi","Kapsasupp sealihaga (L)",3.2
"2018-01-23","Tallinn","Kristiine Bistroo","Lõhefilee spinatiga",6.9
"2018-01-05","Tallinn","iO restoran","Šnitsel milanese moodi kartulipüree ja hapukurgiga",6
"2018-04-06","Tallinn","August Kohvik","Kana-maapähklikarri toortatraga",5.5
"2018-01-10","Tartu","Sõbra Pesa","Maisihelveste ja juustuga paneeritud kanafilee",3.8
"2017-10-31","Tallinn","City Plaza","Aromaatne paella kana ja mereandidega",4.7
"2018-07-16","Tallinn","Reval Café Pärnu mnt","Praetud maisikanafilee kukeseenekastme ja kodujuustu-redisesalatiga (SG)",4.8
"2018-08-08","Tallinn","Araz baar","Kodune kotletid",2.7
"2017-11-15","Tallinn","Kohvik Coriander","Sealiha küüslauguskastmes jasmiiniriisiga",4.99
"2018-01-02","Tallinn","Amps Merimetsa","Tomati-läätsehautis",4.6
"2017-10-24","Tallinn","Taqueria - Tacos & Drinks","Taco aeglaselt küpsetatud veiseliha ja chimichurri kastmega 2 tk",4
"2018-04-23","Tartu","Ülikooli kohvik","Pikkpoiss tatra, koorekastme ja värske salatiga",4.5
"2018-06-14","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Traditsiooniline grill-ahjukanakoib mee-sinepi marinaadis",5.1
"2018-07-31","Tallinn","iO restoran","Spaghetti krevettide suvikõrvitsa ja tomatitega",7
"2018-01-26","Tartu","Villa Margaretha","Aedviljapüreesupp",2.75
"2018-04-13","Tartu","Kotka Kelder","Tomatisupp sealihaga väike/ suur",2
"2018-05-30","Tallinn","Must Puudel","Tofu salat avokaadoga",5
"2017-11-22","Tallinn","Fantaasia Resto","Chicken Jalfrezi – Kana Jalfrezi",4.95
"2017-11-07","Tallinn","Rävala Daily","Keedetud seakeel",4
"2017-10-31","Tallinn","Sileri Köök","Sinepiline sealiha",3
"2018-06-19","Tartu","Karlova Kohv","H: mannapuder apelsini-rabarberimoosi ja pähklitega",3.7
"2018-02-20","Tartu","Eesti Maaülikooli Daily","Bulgur köögiviljadega",2.4
"2018-03-12","Tallinn","Mets Restoran","Tomatine veiselihasupp",1.9
"2018-03-09","Tartu","6teist Kannu","Maasikakissell kohupiimakreemiga",1.6
"2018-06-13","Tartu","Hot Pot","TAI. MASSAMAN CURRY VEGETABLES MIX * Õrnalt vürtsikas Tai karriroog erinevate juurviljadega",4.5
"2017-11-13","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Seakaelakarbonaad küüslauguse juustu-riivpeedi kattega",5.7
"2018-01-03","Tallinn","Foodproff Bistroo","Pikkpoiss",3.5
"2018-01-02","Tallinn","Reval Café Rävala","Tomati-selleripüreesupp Buffalo mozzarella ja röstitud Pancettaga",3.2
"2018-02-20","Tartu","Newton Kohvik","Guljaššsupp veiselihaga",2.2
"2018-05-04","Tallinn","Magistrali Bistroo","Azuu sealihast",3.95
"2018-01-24","Tallinn","TKTK Amps","Sealiha mädarõika ja apelsinikastmes",2.4
"2017-10-26","Tallinn","Art-Salong Grao","Komplekslõuna supp+praad",4.6
"2018-08-15","Tartu","Red Chilli","Hiina: szechwan beef***",4
"2018-04-16","Tallinn","Kitchen Rõõm","Rinnaku ribid Josper söeahjust",5
"2018-03-30","Tartu","Kohtu Kohvik","Kana-vermisellisupp",1.3
"2018-06-05","Tallinn","Viimsi Subway","Päeva SUB - B,M,T",2.65
"2018-05-15","Tallinn","HIIU Lounge","Köögivilja supp",3.5
"2018-06-11","Tartu","Fii Restoran","Kana ramen",4
"2017-10-31","Tallinn","Reval Café Perh Aatriumi","Rassolnik sealiha ja hapukoorega",3.2
"2018-06-20","Tartu","Ristiisa Pubi","Ahjupraad, mulgipuder, soe koorekaste, kapsasalat",3.7
"2018-07-04","Tartu","Newton Kohvik","Maksastrogonov köömnekartuli ja värske salatiga",3.5
"2017-12-12","Tallinn","Reval Café Telliskivi","Värskekapsasupp (L)",3.2
"2017-10-26","Tallinn","Ubin bistroo","Pruunis kastmes kalkun",4.9
"2018-07-31","Tallinn","More Cafe","Parmesanipaneeringus kanafilee ratatouilega",5.4
"2017-11-10","Tallinn","Nipernaadi Restoran","Salatibaar + päevasupp",6
"2018-06-27","Tartu","Cookbook","Päevasupp",3.2
"2018-06-07","Tartu","Liisi Kohvik","Kana-kõrvitsarisoto",3.2
"2018-05-01","Tartu","Meat Market","Nädalat alustame paneeritud sealihaga, saatjaks krõbe ahjukartul, roheline salat ning sinepikaste.",5.9
"2018-07-31","Tallinn","Perrooni Kohvik","Koorene kanapasta päikesekuivatatud tomati, zucchini ja eesti juustuga",4.4
"2018-07-19","Tallinn","Restoran ""100""","Päevadessert/ Dessert of the day",3.5
"2018-05-23","Tartu","Kohtu Kohvik","Hakklihakaste",2
"2018-03-23","Tallinn","Kochi Aidad","Loomalihahautis riisi ja värske salatiga",4.5
"2018-03-23","Tallinn","Lucca Restoran","Tagliatelle pasta veiseliha, ahjus küpsetatud kirsstomatite ja mädarõika kastmega",5.5
"2018-06-04","Tartu","Newton Kohvik","Tomati ja juustuga üleküpsetatud seapraad tomati- hapukoorekastme, ahjukartuli ja toorsalatiga",4
"2017-12-18","Tallinn","Art-Salong Grao","Hakkliha-juustu rull",3.9
"2018-07-06","Tartu","Asian Chef","TAI. SATAY CHICKEN * Mahedamaitseline Tai kanalihatoit kookospiima ja maapähkli kastmes paprika ja sibulaga",3.95
"2017-10-26","Tallinn","T-Kohvik","Kanafilee apelsini-ananassi kastmes",5.4
"2018-03-21","Tallinn","Tatari Söögituba","Hõrgutav veiseliha (L;G)",5.85
"2018-02-09","Tallinn","Alter Ego restoran","Kolme käiguline lõuna",12.5
"2018-04-30","Tallinn","Helios Söögituba","Veisepraad veinikastmes",5.8
"2018-02-19","Tallinn","FREDO Köök&Baar","Kodune seljanka seentega",3
"2017-12-14","Tallinn","Art-Salong Grao","Tomatipüreesupp",1.7
"2018-05-10","Tallinn","Art-Salong Grao","Pannkook moosiga /hapukoorega 1tk",1.3
"2018-08-09","Tallinn","Golden Goose","Lihapirukas/Kapsapirukas pärmi-lehttaignast",1
"2017-12-28","Tallinn","F-hoone","Kaalikapüreesupp",2
"2018-01-10","Tartu","Gaberrito's","Koshary veiselihaga (veisehakkliha, riis, läätsed, pasta, kikerherned, salsa, karamelliseeritud sibul)",5
"2018-01-23","Tallinn","iO restoran","Soome kalasupp",4
"2018-05-23","Tartu","V café","Kalasupp",3
"2018-03-07","Tallinn","Krua","Tom Kha supp",4
"2018-03-02","Tartu","Mandala Restoran","Pekingi kana",3.5
"2018-03-28","Tartu","Entri","Ahjuforell soojal salatil",3.2
"2018-04-18","Tallinn","Marii Bistroo","Itaaliapärased kanakintsud tomati-rosmariini kastmes",3.95
"2018-06-25","Tallinn","Perrooni Kohvik","Guljašš supp",2.5
"2018-06-25","Tallinn","Mustikas Kohvik","Heigifilee taignas",5.2
