X,Y,pohi_nr,aadr_maako,aadr_valdl,koord_x,koord_y,reg_kp,loomaliigi
447750.11,6486165.5,EE39736,SAARE MAAKOND,SAAREMAA VALD,"6486165.5","447750.11",2022/01/12 22:00:00.000,VEIS
646726.33,6527287.23,EE39737,JÕGEVA MAAKOND,JÕGEVA VALD,"6527287.23","646726.33",2022/01/12 22:00:00.000,VEIS
448314.64,6488867.45,EE39739,SAARE MAAKOND,SAAREMAA VALD,"6488867.45","448314.64",2022/01/13 22:00:00.000,VEIS
401194.93,6454047.69,EE39741,SAARE MAAKOND,SAAREMAA VALD,"6454047.69","401194.93",2022/01/13 22:00:00.000,VEIS
446540.69,6487508.43,EE39745,SAARE MAAKOND,SAAREMAA VALD,"6487508.43","446540.69",2022/01/13 22:00:00.000,VEIS
540853.25,6588141.05,EE39747,HARJU MAAKOND,TALLINN,"6588141.05","540853.25",2022/01/14 22:00:00.000,KOER
527881.03,6559532.56,EE39748,HARJU MAAKOND,SAUE VALD,"6559532.56","527881.03",2022/01/14 22:00:00.000,VEIS
431013.42,6498424.19,EE39749,SAARE MAAKOND,SAAREMAA VALD,"6498424.19","431013.42",2022/01/14 22:00:00.000,LAMMAS
429582.51,6460835.87,EE39753,SAARE MAAKOND,SAAREMAA VALD,"6460835.87","429582.51",2022/01/15 22:00:00.000,LAMMAS
408542.12,6472148.77,EE39755,SAARE MAAKOND,SAAREMAA VALD,"6472148.77","408542.12",2022/01/16 22:00:00.000,"HOBUNE;MUNAKANA;PART;TUVI;VEIS"
384548.06,6460918.58,EE39757,SAARE MAAKOND,SAAREMAA VALD,"6460918.58","384548.06",2022/01/16 22:00:00.000,"LAMMAS;VEIS"
472379.84,6502891.02,EE39758,PÄRNU MAAKOND,LÄÄNERANNA VALD,"6502891.02","472379.84",2022/01/16 22:00:00.000,"HOBUNE;VEIS"
413531.49,6477023.5,EE39759,SAARE MAAKOND,SAAREMAA VALD,"6477023.5","413531.49",2022/01/16 22:00:00.000,LAMMAS
472485.75,6540951.52,EE39760,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6540951.52","472485.75",2022/01/16 22:00:00.000,VEIS
472485.75,6540951.52,EE39761,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6540951.52","472485.75",2022/01/16 22:00:00.000,VEIS
472485.75,6540951.52,EE39762,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6540951.52","472485.75",2022/01/16 22:00:00.000,VEIS
666589.75,6592327.74,EE39764,LÄÄNE-VIRU MAAKOND,VIRU-NIGULA VALD,"6592327.74","666589.75",2022/01/16 22:00:00.000,KITS
590219.89,6590044.91,EE39765,HARJU MAAKOND,KUUSALU VALD,"6590044.91","590219.89",2022/01/16 22:00:00.000,VEIS
472156.32,6539791.43,EE39766,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6539791.43","472156.32",2022/01/17 22:00:00.000,VEIS
472156.32,6539791.43,EE39767,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6539791.43","472156.32",2022/01/17 22:00:00.000,VEIS
472156.32,6539791.43,EE39768,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6539791.43","472156.32",2022/01/17 22:00:00.000,VEIS
418339.9,6481647.74,EE39771,SAARE MAAKOND,SAAREMAA VALD,"6481647.74","418339.9",2022/01/17 22:00:00.000,VEIS
488912.87,6520332.12,EE39772,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6520332.12","488912.87",2022/01/17 22:00:00.000,VEIS
615748.87,6591828.9,EE39773,LÄÄNE-VIRU MAAKOND,KADRINA VALD,"6591828.9","615748.87",2022/01/17 22:00:00.000,MUNAKANA
438497.74,6484857.51,EE39776,SAARE MAAKOND,SAAREMAA VALD,"6484857.51","438497.74",2022/01/17 22:00:00.000,MESILANE
655719.06,6544919.33,EE39779,LÄÄNE-VIRU MAAKOND,VINNI VALD,"6544919.33","655719.06",2022/01/18 22:00:00.000,VEIS
599100.86,6536219.03,EE39780,JÄRVA MAAKOND,PAIDE LINN,"6536219.03","599100.86",2022/01/18 22:00:00.000,MESILANE
710081.83,6590408.99,EE39783,IDA-VIRU MAAKOND,TOILA VALD,"6590408.99","710081.83",2022/01/18 22:00:00.000,VEIS
420335.57,6512368.59,EE39784,HIIU MAAKOND,HIIUMAA VALD,"6512368.59","420335.57",2022/01/18 22:00:00.000,VEIS
480704.48,6518602.21,EE39789,LÄÄNE MAAKOND,HAAPSALU LINN,"6518602.21","480704.48",2022/01/18 22:00:00.000,VEIS
490458.33,6571491.56,EE39792,HARJU MAAKOND,LÄÄNE-HARJU VALD,"6571491.56","490458.33",2022/01/19 22:00:00.000,HOBUNE
554404.1,6530079.14,EE39793,RAPLA MAAKOND,KEHTNA VALD,"6530079.14","554404.1",2022/01/19 22:00:00.000,"HOBUNE;KOER;MUNAKANA"
508140.68,6533228.52,EE39794,RAPLA MAAKOND,MÄRJAMAA VALD,"6533228.52","508140.68",2022/01/19 22:00:00.000,HOBUNE
414355.68,6477007.65,EE39796,SAARE MAAKOND,SAAREMAA VALD,"6477007.65","414355.68",2022/01/19 22:00:00.000,LAMMAS
608381.82,6549573.29,EE39797,JÄRVA MAAKOND,JÄRVA VALD,"6549573.29","608381.82",2022/01/20 22:00:00.000,"HOBUNE;LAMMAS"
395464.85,6450049.77,EE39799,SAARE MAAKOND,SAAREMAA VALD,"6450049.77","395464.85",2022/01/20 22:00:00.000,LAMMAS
389772.18,6449973.28,EE39800,SAARE MAAKOND,SAAREMAA VALD,"6449973.28","389772.18",2022/01/20 22:00:00.000,"HOBUNE;VEIS"
633416.3,6536507.58,EE39801,LÄÄNE-VIRU MAAKOND,VÄIKE-MAARJA VALD,"6536507.58","633416.3",2022/01/20 22:00:00.000,VEIS
431540.48,6497569.83,EE39802,SAARE MAAKOND,SAAREMAA VALD,"6497569.83","431540.48",2022/01/20 22:00:00.000,LAMMAS
654988.92,6591597.25,EE39804,LÄÄNE-VIRU MAAKOND,VIRU-NIGULA VALD,"6591597.25","654988.92",2022/01/21 22:00:00.000,MESILANE
385227.49,6460800.22,EE39806,SAARE MAAKOND,SAAREMAA VALD,"6460800.22","385227.49",2022/01/21 22:00:00.000,LAMMAS
617519.17,6569169.13,EE39807,LÄÄNE-VIRU MAAKOND,TAPA VALD,"6569169.13","617519.17",2022/01/22 22:00:00.000,VEIS
605656.05,6551556.84,EE39809,JÄRVA MAAKOND,JÄRVA VALD,"6551556.84","605656.05",2022/01/23 22:00:00.000,VEIS
520363.6,6555376.26,EE39810,HARJU MAAKOND,SAUE VALD,"6555376.26","520363.6",2022/01/23 22:00:00.000,HOBUNE
532968.32,6586887.25,EE39814,HARJU MAAKOND,HARKU VALD,"6586887.25","532968.32",2022/01/23 22:00:00.000,KASS
692443.09,6582442.0,EE39815,IDA-VIRU MAAKOND,JÕHVI VALD,"6582442","692443.09",2022/01/23 22:00:00.000,"LAMMAS;MUNAKANA;PART"
587606.34,6596131.78,EE39819,HARJU MAAKOND,KUUSALU VALD,"6596131.78","587606.34",2022/01/24 22:00:00.000,LAMMAS
527459.63,6560428.57,EE39821,HARJU MAAKOND,SAUE VALD,"6560428.57","527459.63",2022/01/24 22:00:00.000,"LAMMAS;VEIS"
649116.57,6561971.66,EE39823,LÄÄNE-VIRU MAAKOND,VINNI VALD,"6561971.66","649116.57",2022/01/24 22:00:00.000,LAMMAS
568331.78,6553332.05,EE39824,HARJU MAAKOND,KOSE VALD,"6553332.05","568331.78",2022/01/24 22:00:00.000,LAMMAS
515361.58,6560459.09,EE39826,HARJU MAAKOND,SAUE VALD,"6560459.09","515361.58",2022/01/25 22:00:00.000,MESILANE
386930.28,6433749.97,EE39827,SAARE MAAKOND,SAAREMAA VALD,"6433749.97","386930.28",2022/01/25 22:00:00.000,"LAMMAS;VEIS"
548346.72,6587404.89,EE39828,HARJU MAAKOND,TALLINN,"6587404.89","548346.72",2022/01/25 22:00:00.000,
554411.07,6586933.08,EE39830,HARJU MAAKOND,JÕELÄHTME VALD,"6586933.08","554411.07",2022/01/25 22:00:00.000,LAMMAS
556634.97,6526696.04,EE39832,RAPLA MAAKOND,KEHTNA VALD,"6526696.04","556634.97",2022/01/25 22:00:00.000,"HANI;KALKUN;KITS;MUNAKANA;PART"
628889.67,6598565.59,EE39834,LÄÄNE-VIRU MAAKOND,HALJALA VALD,"6598565.59","628889.67",2022/01/25 22:00:00.000,VEIS
573028.45,6587925.78,EE39837,HARJU MAAKOND,KUUSALU VALD,"6587925.78","573028.45",2022/01/26 22:00:00.000,VEIS
422549.95,6519535.76,EE39838,HIIU MAAKOND,HIIUMAA VALD,"6519535.76","422549.95",2022/01/26 22:00:00.000,VEIS
670161.86,6528044.13,EE39839,JÕGEVA MAAKOND,MUSTVEE VALD,"6528044.13","670161.86",2022/01/26 22:00:00.000,MESILANE
541787.94,6587643.77,EE39842,HARJU MAAKOND,TALLINN,"6587643.77","541787.94",2022/01/27 22:00:00.000,KASS
570991.22,6560819.16,EE39843,HARJU MAAKOND,KOSE VALD,"6560819.16","570991.22",2022/01/27 22:00:00.000,VEIS
543723.84,6588849.92,EE39845,HARJU MAAKOND,TALLINN,"6588849.92","543723.84",2022/01/27 22:00:00.000,HOBUNE
625223.72,6573906.33,EE39846,LÄÄNE-VIRU MAAKOND,KADRINA VALD,"6573906.33","625223.72",2022/01/27 22:00:00.000,VEIS
431540.48,6497569.83,EE39848,SAARE MAAKOND,SAAREMAA VALD,"6497569.83","431540.48",2022/01/29 22:00:00.000,LAMMAS
412820.98,6466008.07,EE39849,SAARE MAAKOND,SAAREMAA VALD,"6466008.07","412820.98",2022/01/29 22:00:00.000,VEIS
497331.58,6524089.03,EE39853,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6524089.03","497331.58",2022/01/30 22:00:00.000,VEIS
435775.67,6523997.77,EE39854,HIIU MAAKOND,HIIUMAA VALD,"6523997.77","435775.67",2022/01/31 22:00:00.000,VEIS
438206.21,6536969.35,EE39855,HIIU MAAKOND,HIIUMAA VALD,"6536969.35","438206.21",2022/01/31 22:00:00.000,VEIS
410994.32,6524575.57,EE39856,HIIU MAAKOND,HIIUMAA VALD,"6524575.57","410994.32",2022/01/31 22:00:00.000,VEIS
436557.06,6535945.91,EE39857,HIIU MAAKOND,HIIUMAA VALD,"6535945.91","436557.06",2022/01/31 22:00:00.000,VEIS
437396.39,6533043.99,EE39858,HIIU MAAKOND,HIIUMAA VALD,"6533043.99","437396.39",2022/01/31 22:00:00.000,VEIS
435775.67,6523997.77,EE39859,HIIU MAAKOND,HIIUMAA VALD,"6523997.77","435775.67",2022/01/31 22:00:00.000,VEIS
460468.18,6495238.83,EE39860,SAARE MAAKOND,MUHU VALD,"6495238.83","460468.18",2022/01/31 22:00:00.000,VEIS
531615.09,6579925.23,EE39862,HARJU MAAKOND,SAUE VALD,"6579925.23","531615.09",2022/01/31 22:00:00.000,LAMMAS
388128.21,6451286.24,EE39865,SAARE MAAKOND,SAAREMAA VALD,"6451286.24","388128.21",2022/02/01 22:00:00.000,
385563.91,6466757.61,EE39866,SAARE MAAKOND,SAAREMAA VALD,"6466757.61","385563.91",2022/02/01 22:00:00.000,
555669.81,6540037.88,EE39867,RAPLA MAAKOND,KEHTNA VALD,"6540037.88","555669.81",2022/02/01 22:00:00.000,HOBUNE
553897.66,6588898.01,EE39868,HARJU MAAKOND,JÕELÄHTME VALD,"6588898.01","553897.66",2022/02/01 22:00:00.000,
545375.05,6600829.71,EE39875,HARJU MAAKOND,VIIMSI VALD,"6600829.71","545375.05",2022/02/03 22:00:00.000,MESILANE
548099.3,6595804.72,EE39876,HARJU MAAKOND,VIIMSI VALD,"6595804.72","548099.3",2022/02/03 22:00:00.000,MESILANE
547985.27,6596938.06,EE39877,HARJU MAAKOND,VIIMSI VALD,"6596938.06","547985.27",2022/02/03 22:00:00.000,MESILANE
620489.55,6598345.36,EE39879,LÄÄNE-VIRU MAAKOND,HALJALA VALD,"6598345.36","620489.55",2022/02/04 22:00:00.000,VEIS
729512.74,6587149.84,EE39882,IDA-VIRU MAAKOND,NARVA-JÕESUU LINN,"6587149.84","729512.74",2022/02/06 22:00:00.000,MUNAKANA
381799.83,6460210.95,EE39884,SAARE MAAKOND,SAAREMAA VALD,"6460210.95","381799.83",2022/02/06 22:00:00.000,HOBUNE
628972.61,6583037.07,EE39887,LÄÄNE-VIRU MAAKOND,RAKVERE VALD,"6583037.07","628972.61",2022/02/07 22:00:00.000,VEIS
563610.97,6590273.37,EE39888,HARJU MAAKOND,JÕELÄHTME VALD,"6590273.37","563610.97",2022/02/07 22:00:00.000,MESILANE
414444.85,6539705.77,EE39889,HIIU MAAKOND,HIIUMAA VALD,"6539705.77","414444.85",2022/02/07 22:00:00.000,
529256.74,6581164.41,EE39894,HARJU MAAKOND,SAUE VALD,"6581164.41","529256.74",2022/02/08 22:00:00.000,LAMMAS
529069.02,6605998.43,EE39895,HARJU MAAKOND,VIIMSI VALD,"6605998.43","529069.02",2022/02/08 22:00:00.000,MESILANE
438273.9,6495661.31,EE39896,SAARE MAAKOND,SAAREMAA VALD,"6495661.31","438273.9",2022/02/08 22:00:00.000,
644302.36,6519744.3,EE39898,JÕGEVA MAAKOND,JÕGEVA VALD,"6519744.3","644302.36",2022/02/08 22:00:00.000,VEIS
644303.37,6519175.91,EE39899,JÕGEVA MAAKOND,JÕGEVA VALD,"6519175.91","644303.37",2022/02/08 22:00:00.000,VEIS
644945.94,6520013.72,EE39900,JÕGEVA MAAKOND,JÕGEVA VALD,"6520013.72","644945.94",2022/02/08 22:00:00.000,VEIS
644301.77,6519376.95,EE39901,JÕGEVA MAAKOND,JÕGEVA VALD,"6519376.95","644301.77",2022/02/08 22:00:00.000,VEIS
522647.63,6592050.2,EE39904,HARJU MAAKOND,HARKU VALD,"6592050.2","522647.63",2022/02/09 22:00:00.000,KASS
524770.42,6563798.65,EE39905,HARJU MAAKOND,SAUE VALD,"6563798.65","524770.42",2022/02/09 22:00:00.000,"KITS;LAMMAS"
561139.77,6541980.62,EE39906,RAPLA MAAKOND,RAPLA VALD,"6541980.62","561139.77",2022/02/10 22:00:00.000,VEIS
523575.66,6528206.45,EE39908,RAPLA MAAKOND,MÄRJAMAA VALD,"6528206.45","523575.66",2022/02/11 22:00:00.000,MESILANE
433304.61,6473658.26,EE39911,SAARE MAAKOND,SAAREMAA VALD,"6473658.26","433304.61",2022/02/12 22:00:00.000,VEIS
433304.61,6473658.26,EE39912,SAARE MAAKOND,SAAREMAA VALD,"6473658.26","433304.61",2022/02/12 22:00:00.000,VEIS
514334.03,6573453.27,EE39915,HARJU MAAKOND,LÄÄNE-HARJU VALD,"6573453.27","514334.03",2022/02/13 22:00:00.000,HOBUNE
384746.15,6460867.98,EE39917,SAARE MAAKOND,SAAREMAA VALD,"6460867.98","384746.15",2022/02/13 22:00:00.000,LAMMAS
503385.93,6578771.5,EE39920,HARJU MAAKOND,LÄÄNE-HARJU VALD,"6578771.5","503385.93",2022/02/14 22:00:00.000,
634308.18,6555256.94,EE39921,LÄÄNE-VIRU MAAKOND,VÄIKE-MAARJA VALD,"6555256.94","634308.18",2022/02/14 22:00:00.000,VEIS
553614.59,6543614.75,EE39922,RAPLA MAAKOND,RAPLA VALD,"6543614.75","553614.59",2022/02/14 22:00:00.000,VEIS
595539.53,6612719.89,EE39923,HARJU MAAKOND,KUUSALU VALD,"6612719.89","595539.53",2022/02/14 22:00:00.000,VEIS
566141.75,6567341.32,EE39928,HARJU MAAKOND,RAASIKU VALD,"6567341.32","566141.75",2022/02/21 22:00:00.000,VEIS
628622.03,6554782.5,EE39932,LÄÄNE-VIRU MAAKOND,VÄIKE-MAARJA VALD,"6554782.5","628622.03",2022/02/22 22:00:00.000,
555669.81,6540037.88,EE39933,RAPLA MAAKOND,KEHTNA VALD,"6540037.88","555669.81",2022/02/24 22:00:00.000,HOBUNE
527785.61,6560958.33,EE39934,HARJU MAAKOND,SAUE VALD,"6560958.33","527785.61",2022/02/24 22:00:00.000,KUULIK
536147.35,6558540.12,EE39936,RAPLA MAAKOND,KOHILA VALD,"6558540.12","536147.35",2022/02/27 22:00:00.000,LAMMAS
520864.36,6561721.58,EE39938,HARJU MAAKOND,SAUE VALD,"6561721.58","520864.36",2022/02/27 22:00:00.000,VEIS
542718.44,6526530.06,EE39939,RAPLA MAAKOND,RAPLA VALD,"6526530.06","542718.44",2022/02/27 22:00:00.000,HOBUNE
527193.66,6554758.11,EE39941,HARJU MAAKOND,SAUE VALD,"6554758.11","527193.66",2022/02/28 22:00:00.000,VEIS
527253.29,6554533.07,EE39942,HARJU MAAKOND,SAUE VALD,"6554533.07","527253.29",2022/02/28 22:00:00.000,VEIS
574587.25,6549674.41,EE39944,HARJU MAAKOND,KOSE VALD,"6549674.41","574587.25",2022/02/28 22:00:00.000,MESILANE
692202.68,6587094.24,EE39946,IDA-VIRU MAAKOND,JÕHVI VALD,"6587094.24","692202.68",2022/02/28 22:00:00.000,VEIS
512893.55,6535884.16,EE39947,RAPLA MAAKOND,MÄRJAMAA VALD,"6535884.16","512893.55",2022/03/01 22:00:00.000,MUNAKANA
531316.18,6587956.48,EE39953,HARJU MAAKOND,HARKU VALD,"6587956.48","531316.18",2022/03/03 22:00:00.000,MESILANE
471322.11,6541524.32,EE39954,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6541524.32","471322.11",2022/03/03 22:00:00.000,MESILANE
451610.16,6543511.75,EE39955,LÄÄNE MAAKOND,VORMSI VALD,"6543511.75","451610.16",2022/03/04 22:00:00.000,"KITS;LIND"
433469.45,6535610.37,EE39960,HIIU MAAKOND,HIIUMAA VALD,"6535610.37","433469.45",2022/03/07 22:00:00.000,VEIS
464015.62,6489588.2,EE39961,SAARE MAAKOND,MUHU VALD,"6489588.2","464015.62",2022/03/07 22:00:00.000,"LAMMAS;VEIS"
413148.23,6462838.14,EE39963,SAARE MAAKOND,SAAREMAA VALD,"6462838.14","413148.23",2022/03/08 22:00:00.000,VEIS
480569.18,6526838.86,EE39965,LÄÄNE MAAKOND,HAAPSALU LINN,"6526838.86","480569.18",2022/03/09 22:00:00.000,VEIS
507128.62,6534051.61,EE39971,RAPLA MAAKOND,MÄRJAMAA VALD,"6534051.61","507128.62",2022/03/13 22:00:00.000,VEIS
549813.12,6589312.61,EE39976,HARJU MAAKOND,TALLINN,"6589312.61","549813.12",2022/03/15 22:00:00.000,KASS
448654.54,6485881.8,EE39979,SAARE MAAKOND,SAAREMAA VALD,"6485881.8","448654.54",2022/03/16 22:00:00.000,VEIS
441605.65,6487706.08,EE39980,SAARE MAAKOND,SAAREMAA VALD,"6487706.08","441605.65",2022/03/16 22:00:00.000,MESILANE
440166.91,6489407.82,EE39981,SAARE MAAKOND,SAAREMAA VALD,"6489407.82","440166.91",2022/03/16 22:00:00.000,MESILANE
567214.18,6591757.83,EE39992,HARJU MAAKOND,JÕELÄHTME VALD,"6591757.83","567214.18",2022/03/17 22:00:00.000,MESILANE
522886.81,6574504.44,EE39993,HARJU MAAKOND,KEILA LINN,"6574504.44","522886.81",2022/03/17 22:00:00.000,KOER
562738.95,6542765.7,EE39997,RAPLA MAAKOND,RAPLA VALD,"6542765.7","562738.95",2022/03/18 22:00:00.000,VEIS
421126.82,6472066.36,EE39998,SAARE MAAKOND,SAAREMAA VALD,"6472066.36","421126.82",2022/03/18 22:00:00.000,"MUNAKANA;VEIS"
501178.62,6551163.82,EE40000,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6551163.82","501178.62",2022/03/18 22:00:00.000,MESILANE
621730.58,6603407.73,EE40001,LÄÄNE-VIRU MAAKOND,HALJALA VALD,"6603407.73","621730.58",2022/03/18 22:00:00.000,VEIS
413531.49,6477023.5,EE40002,SAARE MAAKOND,SAAREMAA VALD,"6477023.5","413531.49",2022/03/20 22:00:00.000,LAMMAS
530941.04,6575996.05,EE40006,HARJU MAAKOND,SAUE VALD,"6575996.05","530941.04",2022/03/20 22:00:00.000,KOER
575708.61,6556519.81,EE40009,HARJU MAAKOND,KOSE VALD,"6556519.81","575708.61",2022/03/21 22:00:00.000,KITS
560108.71,6596409.06,EE40010,HARJU MAAKOND,JÕELÄHTME VALD,"6596409.06","560108.71",2022/03/21 22:00:00.000,VEIS
517269.54,6585765.08,EE40013,HARJU MAAKOND,HARKU VALD,"6585765.08","517269.54",2022/03/22 22:00:00.000,KOER
475122.88,6499078.22,EE40014,PÄRNU MAAKOND,LÄÄNERANNA VALD,"6499078.22","475122.88",2022/03/22 22:00:00.000,KITS
473264.52,6532634.96,EE40015,LÄÄNE MAAKOND,HAAPSALU LINN,"6532634.96","473264.52",2022/03/22 22:00:00.000,
554950.17,6536584.29,EE40016,RAPLA MAAKOND,KEHTNA VALD,"6536584.29","554950.17",2022/03/23 22:00:00.000,VEIS
483706.79,6539697.66,EE40017,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6539697.66","483706.79",2022/03/23 22:00:00.000,MUNAKANA
632153.71,6523639.06,EE40020,JÕGEVA MAAKOND,JÕGEVA VALD,"6523639.06","632153.71",2022/03/23 22:00:00.000,"HOBUNE;PARLKANA"
572824.44,6534751.37,EE40022,RAPLA MAAKOND,RAPLA VALD,"6534751.37","572824.44",2022/03/23 22:00:00.000,MUNAKANA
389964.34,6450260.63,EE40023,SAARE MAAKOND,SAAREMAA VALD,"6450260.63","389964.34",2022/03/24 22:00:00.000,HOBUNE
605362.55,6535454.76,EE40025,JÄRVA MAAKOND,JÄRVA VALD,"6535454.76","605362.55",2022/03/24 22:00:00.000,"KITS;LAMMAS"
395890.58,6441256.54,EE40029,SAARE MAAKOND,SAAREMAA VALD,"6441256.54","395890.58",2022/03/27 21:00:00.000,LAMMAS
613902.48,6576681.91,EE40030,LÄÄNE-VIRU MAAKOND,KADRINA VALD,"6576681.91","613902.48",2022/03/27 21:00:00.000,LAMMAS
476602.72,6490228.5,EE40031,PÄRNU MAAKOND,LÄÄNERANNA VALD,"6490228.5","476602.72",2022/03/27 21:00:00.000,KUULIK
437263.44,6535717.43,EE40032,HIIU MAAKOND,HIIUMAA VALD,"6535717.43","437263.44",2022/03/28 21:00:00.000,"LAMMAS;MUNAKANA;VEIS"
636287.04,6579478.07,EE40033,LÄÄNE-VIRU MAAKOND,VINNI VALD,"6579478.07","636287.04",2022/03/28 21:00:00.000,HOBUNE
636287.04,6579478.07,EE40034,LÄÄNE-VIRU MAAKOND,VINNI VALD,"6579478.07","636287.04",2022/03/28 21:00:00.000,HOBUNE
652685.94,6562779.75,EE40035,LÄÄNE-VIRU MAAKOND,VINNI VALD,"6562779.75","652685.94",2022/03/28 21:00:00.000,VEIS
408599.9,6532408.61,EE40036,HIIU MAAKOND,HIIUMAA VALD,"6532408.61","408599.9",2022/03/29 21:00:00.000,"LAMMAS;MUNAKANA;VEIS"
578348.3,6523404.67,EE40038,JÄRVA MAAKOND,TÜRI VALD,"6523404.67","578348.3",2022/03/29 21:00:00.000,VEIS
443129.47,6493328.04,EE40042,SAARE MAAKOND,SAAREMAA VALD,"6493328.04","443129.47",2022/03/30 21:00:00.000,LAMMAS
549850.13,6570333.3,EE40043,HARJU MAAKOND,KIILI VALD,"6570333.3","549850.13",2022/03/30 21:00:00.000,
677026.85,6569023.93,EE40045,IDA-VIRU MAAKOND,LÜGANUSE VALD,"6569023.93","677026.85",2022/03/30 21:00:00.000,MESILANE
414227.13,6541857.23,EE40046,HIIU MAAKOND,HIIUMAA VALD,"6541857.23","414227.13",2022/03/30 21:00:00.000,MESILANE
517987.19,6569599.46,EE40056,HARJU MAAKOND,LÄÄNE-HARJU VALD,"6569599.46","517987.19",2022/04/01 21:00:00.000,HOBUNE
516476.54,6566292.79,EE40057,HARJU MAAKOND,LÄÄNE-HARJU VALD,"6566292.79","516476.54",2022/04/01 21:00:00.000,KOER
505380.7,6526948.33,EE40059,LÄÄNE MAAKOND,LÄÄNE-NIGULA VALD,"6526948.33","505380.7",2022/04/02 21:00:00.000,MESILANE
414444.85,6539705.77,EE40060,HIIU MAAKOND,HIIUMAA VALD,"6539705.77","414444.85",2022/04/03 21:00:00.000,VEIS
545647.9,6560248.95,EE40061,RAPLA MAAKOND,KOHILA VALD,"6560248.95","545647.9",2022/04/03 21:00:00.000,"KITS;LAMMAS"
610856.51,6540019.0,EE40062,JÄRVA MAAKOND,JÄRVA VALD,"6540019","610856.51",2022/04/03 21:00:00.000,LAMMAS
452823.39,6491223.42,EE40063,SAARE MAAKOND,MUHU VALD,"6491223.42","452823.39",2022/04/03 21:00:00.000,VEIS
597643.03,6599504.64,EE40064,HARJU MAAKOND,KUUSALU VALD,"6599504.64","597643.03",2022/04/03 21:00:00.000,VEIS
672895.82,6586148.89,EE40065,IDA-VIRU MAAKOND,LÜGANUSE VALD,"6586148.89","672895.82",2022/04/03 21:00:00.000,LAMMAS
649674.9,6557442.94,EE40066,LÄÄNE-VIRU MAAKOND,VINNI VALD,"6557442.94","649674.9",2022/04/03 21:00:00.000,VEIS
660960.87,6592430.63,EE40067,LÄÄNE-VIRU MAAKOND,VIRU-NIGULA VALD,"6592430.63","660960.87",2022/04/04 21:00:00.000,"KASS;KOER;KUULIK;PISINARILINE;TSINTSILJA;VALGETUHKUR"
540696.07,6586997.4,EE40068,HARJU MAAKOND,TALLINN,"6586997.4","540696.07",2022/04/04 21:00:00.000,MESILANE
403841.22,6455881.76,EE40069,SAARE MAAKOND,SAAREMAA VALD,"6455881.76","403841.22",2022/04/04 21:00:00.000,MESILANE
378290.56,6458350.63,EE40070,SAARE MAAKOND,SAAREMAA VALD,"6458350.63","378290.56",2022/04/04 21:00:00.000,MESILANE
396213.16,6530525.34,EE40072,HIIU MAAKOND,HIIUMAA VALD,"6530525.34","396213.16",2022/04/04 21:00:00.000,LAMMAS
619312.42,6573993.45,EE40076,LÄÄNE-VIRU MAAKOND,KADRINA VALD,"6573993.45","619312.42",2022/04/04 21:00:00.000,
634355.34,6602971.11,EE40077,LÄÄNE-VIRU MAAKOND,HALJALA VALD,"6602971.11","634355.34",2022/04/04 21:00:00.000,HOBUNE
646041.96,6556355.88,EE40079,LÄÄNE-VIRU MAAKOND,VINNI VALD,"6556355.88","646041.96",2022/04/04 21:00:00.000,KOER
476365.39,6521362.82,EE40088,LÄÄNE MAAKOND,HAAPSALU LINN,"6521362.82","476365.39",2022/04/05 21:00:00.000,VEIS
647533.1,6578205.39,EE40089,LÄÄNE-VIRU MAAKOND,VINNI VALD,"6578205.39","647533.1",2022/04/05 21:00:00.000,VEIS
539030.48,6558262.45,EE40092,RAPLA MAAKOND,KOHILA VALD,"6558262.45","539030.48",2022/04/06 21:00:00.000,LAMMAS
542945.0,6587039.36,EE40093,HARJU MAAKOND,TALLINN,"6587039.36","542945",2022/04/06 21:00:00.000,MESILANE
523770.76,6574407.39,EE40094,HARJU MAAKOND,KEILA LINN,"6574407.39","523770.76",2022/04/06 21:00:00.000,VUTT
537147.39,6548854.81,EE40099,RAPLA MAAKOND,RAPLA VALD,"6548854.81","537147.39",2022/04/07 21:00:00.000,VEIS
537205.8,6545016.78,EE40100,RAPLA MAAKOND,RAPLA VALD,"6545016.78","537205.8",2022/04/07 21:00:00.000,VEIS
554503.96,6561460.13,EE40102,HARJU MAAKOND,KOSE VALD,"6561460.13","554503.96",2022/04/07 21:00:00.000,HOBUNE
591080.87,6593701.42,EE40104,HARJU MAAKOND,KUUSALU VALD,"6593701.42","591080.87",2022/04/07 21:00:00.000,LAMMAS
681026.6,6552165.42,EE40106,IDA-VIRU MAAKOND,ALUTAGUSE VALD,"6552165.42","681026.6",2022/04/07 21:00:00.000,LAMMAS
