"Aasta","Kaubagrupp","Kuu","Tarbijahinnaindeks"
2016,"Riietus ja jalatsid","Mai",191.64
2016,"Riietus ja jalatsid","Juuni",188.59
2016,"Riietus ja jalatsid","Juuli",182.02
2016,"Riietus ja jalatsid","August",189.82
2016,"Riietus ja jalatsid","September",195.7
2016,"Riietus ja jalatsid","Oktoober",195.03
2016,"Riietus ja jalatsid","November",195.46
2016,"Riietus ja jalatsid","Detsember",192.09
2016,"Eluase","Jaanuar",310.83
2016,"Eluase","Veebruar",306.63
2016,"Eluase","Märts",306.24
2016,"Eluase","Aprill",305.33
2016,"Eluase","Mai",304.36
2016,"Eluase","Juuni",308.4
2016,"Eluase","Juuli",306.73
2016,"Eluase","August",307.1
2016,"Eluase","September",307.76
2016,"Eluase","Oktoober",310.8
2016,"Eluase","November",312.02
2016,"Eluase","Detsember",309.65
2016,"Majapidamine","Jaanuar",125.86
2016,"Majapidamine","Veebruar",125
2016,"Majapidamine","Märts",125.63
2016,"Majapidamine","Aprill",125.41
2016,"Majapidamine","Mai",125.5
2016,"Majapidamine","Juuni",126.18
2016,"Majapidamine","Juuli",125.95
2016,"Majapidamine","August",126.66
2016,"Majapidamine","September",126.65
2016,"Majapidamine","Oktoober",125.82
2016,"Majapidamine","November",125.89
2016,"Majapidamine","Detsember",125.56
2016,"Tervishoid","Jaanuar",246.52
2016,"Tervishoid","Veebruar",247.01
2016,"Tervishoid","Märts",247.46
2016,"Tervishoid","Aprill",247.44
2016,"Tervishoid","Mai",248.6
2016,"Tervishoid","Juuni",249.03
2016,"Tervishoid","Juuli",249.65
2016,"Tervishoid","August",249.43
2016,"Tervishoid","September",248.98
2016,"Tervishoid","Oktoober",250.92
2016,"Tervishoid","November",250.78
2016,"Tervishoid","Detsember",250.14
2016,"Transport","Jaanuar",167.45
2016,"Transport","Veebruar",170.88
2016,"Transport","Märts",174.47
2016,"Transport","Aprill",175.2
2016,"Transport","Mai",174.68
2016,"Transport","Juuni",177.12
2016,"Transport","Juuli",174.23
2016,"Transport","August",174.11
2016,"Transport","September",175.66
2016,"Transport","Oktoober",176.07
2016,"Transport","November",174.69
2016,"Transport","Detsember",180.04
2016,"Side","Jaanuar",103.25
2016,"Side","Veebruar",102.78
2016,"Side","Märts",103.3
2016,"Side","Aprill",103.56
2016,"Side","Mai",102.02
2016,"Side","Juuni",102.15
2016,"Side","Juuli",102.18
2016,"Side","August",102
2016,"Side","September",101.79
2016,"Side","Oktoober",101.89
2016,"Side","November",101.63
2016,"Side","Detsember",101.66
2016,"Vaba aeg","Jaanuar",138.32
2016,"Vaba aeg","Veebruar",138.35
2016,"Vaba aeg","Märts",139.42
2016,"Vaba aeg","Aprill",139.18
2016,"Vaba aeg","Mai",139.42
2016,"Vaba aeg","Juuni",138.46
2016,"Vaba aeg","Juuli",137.23
2016,"Vaba aeg","August",138.13
2016,"Vaba aeg","September",137.31
2016,"Vaba aeg","Oktoober",137.79
2016,"Vaba aeg","November",136.58
2016,"Vaba aeg","Detsember",137.03
2016,"Haridus ja lasteasutused","Jaanuar",144.25
2016,"Haridus ja lasteasutused","Veebruar",144.25
2016,"Haridus ja lasteasutused","Märts",144.29
2016,"Haridus ja lasteasutused","Aprill",144.56
2016,"Haridus ja lasteasutused","Mai",144.56
2016,"Haridus ja lasteasutused","Juuni",144.78
2016,"Haridus ja lasteasutused","Juuli",144.78
2016,"Haridus ja lasteasutused","August",144.78
2016,"Haridus ja lasteasutused","September",145.68
2016,"Haridus ja lasteasutused","Oktoober",145.68
2016,"Haridus ja lasteasutused","November",145.68
2016,"Haridus ja lasteasutused","Detsember",145.68
2016,"Söömine väljaspool kodu, majutus","Jaanuar",276.8
2016,"Söömine väljaspool kodu, majutus","Veebruar",276.4
2016,"Söömine väljaspool kodu, majutus","Märts",275.23
2016,"Söömine väljaspool kodu, majutus","Aprill",278.89
2016,"Söömine väljaspool kodu, majutus","Mai",285.29
2016,"Söömine väljaspool kodu, majutus","Juuni",290.15
2016,"Söömine väljaspool kodu, majutus","Juuli",292.8
2016,"Söömine väljaspool kodu, majutus","August",292.55
2016,"Söömine väljaspool kodu, majutus","September",287.28
2016,"Söömine väljaspool kodu, majutus","Oktoober",285.99
2016,"Söömine väljaspool kodu, majutus","November",284.84
2016,"Söömine väljaspool kodu, majutus","Detsember",283.78
2016,"Mitmesugused kaubad ja teenused","Jaanuar",217.18
2016,"Mitmesugused kaubad ja teenused","Veebruar",219.42
2016,"Mitmesugused kaubad ja teenused","Märts",218.92
2016,"Mitmesugused kaubad ja teenused","Aprill",218.84
2016,"Mitmesugused kaubad ja teenused","Mai",219.92
2016,"Mitmesugused kaubad ja teenused","Juuni",220.52
2016,"Mitmesugused kaubad ja teenused","Juuli",220.21
2016,"Mitmesugused kaubad ja teenused","August",221.94
2016,"Mitmesugused kaubad ja teenused","September",223.11
2016,"Mitmesugused kaubad ja teenused","Oktoober",220.03
2016,"Mitmesugused kaubad ja teenused","November",221.19
2016,"Mitmesugused kaubad ja teenused","Detsember",222.82
2017,"Kokku","Jaanuar",197.58
2017,"Kokku","Veebruar",200.16
2017,"Kokku","Märts",200.72
2017,"Kokku","Aprill",201.32
2017,"Kokku","Mai",201.68
2017,"Kokku","Juuni",201.57
2017,"Kokku","Juuli",202.94
2017,"Kokku","August",203.7
2017,"Kokku","September",203.57
2017,"Kokku","Oktoober",203.13
2017,"Kokku","November",204.19
2017,"Kokku","Detsember",203.54
2017,"Toit ja mittealkohoolsed joogid","Jaanuar",191.33
2017,"Toit ja mittealkohoolsed joogid","Veebruar",193.9
2017,"Toit ja mittealkohoolsed joogid","Märts",195.91
2017,"Toit ja mittealkohoolsed joogid","Aprill",195.81
2017,"Toit ja mittealkohoolsed joogid","Mai",198.38
2017,"Toit ja mittealkohoolsed joogid","Juuni",199.41
2017,"Toit ja mittealkohoolsed joogid","Juuli",200.71
2017,"Toit ja mittealkohoolsed joogid","August",200
2017,"Toit ja mittealkohoolsed joogid","September",198.09
2017,"Toit ja mittealkohoolsed joogid","Oktoober",198.88
2017,"Toit ja mittealkohoolsed joogid","November",200.87
2017,"Toit ja mittealkohoolsed joogid","Detsember",200.61
2017,"Alkohoolsed joogid ja tubakatooted","Jaanuar",284.21
2017,"Alkohoolsed joogid ja tubakatooted","Veebruar",292.41
2017,"Alkohoolsed joogid ja tubakatooted","Märts",294.72
2017,"Alkohoolsed joogid ja tubakatooted","Aprill",294.99
2017,"Alkohoolsed joogid ja tubakatooted","Mai",299.28
2017,"Alkohoolsed joogid ja tubakatooted","Juuni",291.87
2017,"Alkohoolsed joogid ja tubakatooted","Juuli",310.6
2017,"Alkohoolsed joogid ja tubakatooted","August",315.26
2017,"Alkohoolsed joogid ja tubakatooted","September",317.12
2017,"Alkohoolsed joogid ja tubakatooted","Oktoober",318.57
2017,"Alkohoolsed joogid ja tubakatooted","November",317.17
2017,"Alkohoolsed joogid ja tubakatooted","Detsember",311.84
2017,"Riietus ja jalatsid","Jaanuar",183.53
2017,"Riietus ja jalatsid","Veebruar",189.94
2017,"Riietus ja jalatsid","Märts",196.15
2017,"Riietus ja jalatsid","Aprill",196.09
2017,"Riietus ja jalatsid","Mai",196.43
2017,"Riietus ja jalatsid","Juuni",189.28
2017,"Riietus ja jalatsid","Juuli",182.83
2017,"Riietus ja jalatsid","August",188.85
2017,"Riietus ja jalatsid","September",197.55
2017,"Riietus ja jalatsid","Oktoober",200.2
2017,"Riietus ja jalatsid","November",199
2017,"Riietus ja jalatsid","Detsember",198.99
2017,"Eluase","Jaanuar",312.45
2017,"Eluase","Veebruar",312.5
2017,"Eluase","Märts",309.6
2017,"Eluase","Aprill",309.42
2017,"Eluase","Mai",310.89
2017,"Eluase","Juuni",311.99
2017,"Eluase","Juuli",316
2017,"Eluase","August",320.05
2017,"Eluase","September",320.45
2017,"Eluase","Oktoober",317.53
2017,"Eluase","November",318.13
2017,"Eluase","Detsember",316.27
2017,"Majapidamine","Jaanuar",125.76
2017,"Majapidamine","Veebruar",126.34
2017,"Majapidamine","Märts",125.82
2017,"Majapidamine","Aprill",126.72
2017,"Majapidamine","Mai",127
2017,"Majapidamine","Juuni",127.06
2017,"Majapidamine","Juuli",126.38
2017,"Majapidamine","August",127.11
2017,"Majapidamine","September",126.91
2017,"Majapidamine","Oktoober",126.95
2017,"Majapidamine","November",127.08
2017,"Majapidamine","Detsember",126.07
2017,"Tervishoid","Jaanuar",251.78
2017,"Tervishoid","Veebruar",252.24
2017,"Tervishoid","Märts",250.61
2017,"Tervishoid","Aprill",250.19
2017,"Tervishoid","Mai",251.75
2017,"Tervishoid","Juuni",251.63
2017,"Tervishoid","Juuli",253.76
2017,"Tervishoid","August",251.02
2017,"Tervishoid","September",250.09
2017,"Tervishoid","Oktoober",251.86
2017,"Tervishoid","November",251.42
2017,"Tervishoid","Detsember",251.98
2017,"Transport","Jaanuar",179.87
2017,"Transport","Veebruar",186.05
2017,"Transport","Märts",185.97
2017,"Transport","Aprill",184.83
2017,"Transport","Mai",181.69
2017,"Transport","Juuni",182.69
2017,"Transport","Juuli",181.8
2017,"Transport","August",182.42
2017,"Transport","September",181.92
2017,"Transport","Oktoober",180.38
2017,"Transport","November",185.22
2017,"Transport","Detsember",185.45
2017,"Side","Jaanuar",101.62
2017,"Side","Veebruar",101.36
2017,"Side","Märts",101.05
2017,"Side","Aprill",100.95
2017,"Side","Mai",97.79
2017,"Side","Juuni",97.31
2017,"Side","Juuli",96.28
2017,"Side","August",96.3
2017,"Side","September",96.33
2017,"Side","Oktoober",96.28
2017,"Side","November",96.37
2017,"Side","Detsember",96.23
2017,"Vaba aeg","Jaanuar",137.91
2017,"Vaba aeg","Veebruar",137.74
2017,"Vaba aeg","Märts",138.92
2017,"Vaba aeg","Aprill",139.98
2017,"Vaba aeg","Mai",138.57
2017,"Vaba aeg","Juuni",138.91
2017,"Vaba aeg","Juuli",140.87
2017,"Vaba aeg","August",140.15
2017,"Vaba aeg","September",139.65
2017,"Vaba aeg","Oktoober",139.54
2017,"Vaba aeg","November",138.25
2017,"Vaba aeg","Detsember",137.67
2017,"Haridus ja lasteasutused","Jaanuar",148.53
2017,"Haridus ja lasteasutused","Veebruar",148.32
2017,"Haridus ja lasteasutused","Märts",148.32
2017,"Haridus ja lasteasutused","Aprill",151.3
2017,"Haridus ja lasteasutused","Mai",151.3
2017,"Haridus ja lasteasutused","Juuni",151.3
2017,"Haridus ja lasteasutused","Juuli",151.52
2017,"Haridus ja lasteasutused","August",151.52
2017,"Haridus ja lasteasutused","September",153.99
2017,"Haridus ja lasteasutused","Oktoober",138.6
2017,"Haridus ja lasteasutused","November",138.6
2017,"Haridus ja lasteasutused","Detsember",138.74
2017,"Söömine väljaspool kodu, majutus","Jaanuar",284.86
2017,"Söömine väljaspool kodu, majutus","Veebruar",287.24
2017,"Söömine väljaspool kodu, majutus","Märts",288.27
2017,"Söömine väljaspool kodu, majutus","Aprill",297.72
2017,"Söömine väljaspool kodu, majutus","Mai",302.41
2017,"Söömine väljaspool kodu, majutus","Juuni",309.93
2017,"Söömine väljaspool kodu, majutus","Juuli",313.11
2017,"Söömine väljaspool kodu, majutus","August",312.55
2017,"Söömine väljaspool kodu, majutus","September",307.51
2017,"Söömine väljaspool kodu, majutus","Oktoober",303.66
2017,"Söömine väljaspool kodu, majutus","November",302.71
2017,"Söömine väljaspool kodu, majutus","Detsember",300.71
2017,"Mitmesugused kaubad ja teenused","Jaanuar",221.61
2017,"Mitmesugused kaubad ja teenused","Veebruar",224.86
2017,"Mitmesugused kaubad ja teenused","Märts",221.7
2017,"Mitmesugused kaubad ja teenused","Aprill",227.03
2017,"Mitmesugused kaubad ja teenused","Mai",228.74
2017,"Mitmesugused kaubad ja teenused","Juuni",227.8
2017,"Mitmesugused kaubad ja teenused","Juuli",227.9
2017,"Mitmesugused kaubad ja teenused","August",228.26
2017,"Mitmesugused kaubad ja teenused","September",228.13
2017,"Mitmesugused kaubad ja teenused","Oktoober",227.16
2017,"Mitmesugused kaubad ja teenused","November",230.18
2017,"Mitmesugused kaubad ja teenused","Detsember",230.77
2018,"Kokku","Jaanuar",204.44
2018,"Kokku","Veebruar",206.31
2018,"Kokku","Märts",206.35
2018,"Kokku","Aprill",207.15
2018,"Kokku","Mai",207.8
2018,"Kokku","Juuni",209.68
2018,"Kokku","Juuli",209.96
2018,"Kokku","August",210.96
2018,"Kokku","September",211.05
2018,"Kokku","Oktoober",212.08
2018,"Kokku","November",211.04
2018,"Kokku","Detsember",210.5
2018,"Toit ja mittealkohoolsed joogid","Jaanuar",202.17
2018,"Toit ja mittealkohoolsed joogid","Veebruar",203.54
2018,"Toit ja mittealkohoolsed joogid","Märts",203.49
2018,"Toit ja mittealkohoolsed joogid","Aprill",202.36
2018,"Toit ja mittealkohoolsed joogid","Mai",204.08
2018,"Toit ja mittealkohoolsed joogid","Juuni",205.28
2018,"Toit ja mittealkohoolsed joogid","Juuli",204.19
2018,"Toit ja mittealkohoolsed joogid","August",203.76
2018,"Toit ja mittealkohoolsed joogid","September",205.03
2018,"Toit ja mittealkohoolsed joogid","Oktoober",204.4
2018,"Toit ja mittealkohoolsed joogid","November",204.2
2018,"Toit ja mittealkohoolsed joogid","Detsember",204.14
2018,"Alkohoolsed joogid ja tubakatooted","Jaanuar",316.37
2018,"Alkohoolsed joogid ja tubakatooted","Veebruar",323.36
2018,"Alkohoolsed joogid ja tubakatooted","Märts",327.19
2018,"Alkohoolsed joogid ja tubakatooted","Aprill",331.72
2018,"Alkohoolsed joogid ja tubakatooted","Mai",332.77
2018,"Alkohoolsed joogid ja tubakatooted","Juuni",329.41
2018,"Alkohoolsed joogid ja tubakatooted","Juuli",337.1
2018,"Alkohoolsed joogid ja tubakatooted","August",332.28
2018,"Alkohoolsed joogid ja tubakatooted","September",334.62
2018,"Alkohoolsed joogid ja tubakatooted","Oktoober",333.91
2018,"Alkohoolsed joogid ja tubakatooted","November",331.74
2018,"Alkohoolsed joogid ja tubakatooted","Detsember",329.78
2018,"Riietus ja jalatsid","Jaanuar",186.65
2018,"Riietus ja jalatsid","Veebruar",191.59
2018,"Riietus ja jalatsid","Märts",194.48
2018,"Riietus ja jalatsid","Aprill",196.52
2018,"Riietus ja jalatsid","Mai",198.45
2018,"Riietus ja jalatsid","Juuni",192.64
2018,"Riietus ja jalatsid","Juuli",180.19
2018,"Riietus ja jalatsid","August",189.14
2018,"Riietus ja jalatsid","September",199.84
2018,"Riietus ja jalatsid","Oktoober",203.23
2018,"Riietus ja jalatsid","November",204.44
2018,"Riietus ja jalatsid","Detsember",201.29
2018,"Eluase","Jaanuar",321.78
2018,"Eluase","Veebruar",325.73
2018,"Eluase","Märts",327.97
2018,"Eluase","Aprill",324.78
2018,"Eluase","Mai",323.89
2018,"Eluase","Juuni",333.43
2018,"Eluase","Juuli",340.7
2018,"Eluase","August",341.69
2018,"Eluase","September",342.19
2018,"Eluase","Oktoober",339.69
2018,"Eluase","November",345.55
2018,"Eluase","Detsember",345.49
2018,"Majapidamine","Jaanuar",127.01
2018,"Majapidamine","Veebruar",127.33
2018,"Majapidamine","Märts",126.92
2018,"Majapidamine","Aprill",126.76
2018,"Majapidamine","Mai",126.48
2018,"Majapidamine","Juuni",127.46
2018,"Majapidamine","Juuli",126.68
2018,"Majapidamine","August",128.18
2018,"Majapidamine","September",128.59
2018,"Majapidamine","Oktoober",128.05
2018,"Majapidamine","November",128.7
2018,"Majapidamine","Detsember",128.53
2018,"Tervishoid","Jaanuar",257.62
2018,"Tervishoid","Veebruar",259.72
2018,"Tervishoid","Märts",260.26
2018,"Tervishoid","Aprill",263.06
2018,"Tervishoid","Mai",263.02
2018,"Tervishoid","Juuni",263.89
2018,"Tervishoid","Juuli",264.23
2018,"Tervishoid","August",264.68
2018,"Tervishoid","September",263.29
2018,"Tervishoid","Oktoober",264.08
2018,"Tervishoid","November",263.82
2018,"Tervishoid","Detsember",264.06
2018,"Transport","Jaanuar",186.36
2018,"Transport","Veebruar",187.11
2018,"Transport","Märts",185.41
2018,"Transport","Aprill",187.74
2018,"Transport","Mai",188.61
2018,"Transport","Juuni",191.3
2018,"Transport","Juuli",192.11
2018,"Transport","August",193.27
2018,"Transport","September",191.16
2018,"Transport","Oktoober",198.6
2018,"Transport","November",189.94
2018,"Transport","Detsember",186.32
2018,"Side","Jaanuar",95.87
2018,"Side","Veebruar",95.7
2018,"Side","Märts",95.38
2018,"Side","Aprill",95.41
2018,"Side","Mai",93.31
2018,"Side","Juuni",93.3
2018,"Side","Juuli",92.82
2018,"Side","August",92.71
2018,"Side","September",92.52
2018,"Side","Oktoober",92.33
2018,"Side","November",91.96
2018,"Side","Detsember",91.62
2018,"Vaba aeg","Jaanuar",138.75
2018,"Vaba aeg","Veebruar",140.54
2018,"Vaba aeg","Märts",139.31
2018,"Vaba aeg","Aprill",140.88
2018,"Vaba aeg","Mai",140.4
2018,"Vaba aeg","Juuni",143.2
2018,"Vaba aeg","Juuli",144.52
2018,"Vaba aeg","August",145.4
2018,"Vaba aeg","September",143.7
2018,"Vaba aeg","Oktoober",144.45
2018,"Vaba aeg","November",144.32
2018,"Vaba aeg","Detsember",147.41
2018,"Haridus ja lasteasutused","Jaanuar",141.51
2018,"Haridus ja lasteasutused","Veebruar",141.37
2018,"Haridus ja lasteasutused","Märts",141.37
2018,"Haridus ja lasteasutused","Aprill",141.37
2018,"Haridus ja lasteasutused","Mai",143.2
2018,"Haridus ja lasteasutused","Juuni",145.69
2018,"Haridus ja lasteasutused","Juuli",145.69
2018,"Haridus ja lasteasutused","August",145.69
2018,"Haridus ja lasteasutused","September",148.16
2018,"Haridus ja lasteasutused","Oktoober",148.16
2018,"Haridus ja lasteasutused","November",148.16
2018,"Haridus ja lasteasutused","Detsember",148.16
2018,"Söömine väljaspool kodu, majutus","Jaanuar",298.68
2018,"Söömine väljaspool kodu, majutus","Veebruar",301.55
2018,"Söömine väljaspool kodu, majutus","Märts",302.26
2018,"Söömine väljaspool kodu, majutus","Aprill",306.69
2018,"Söömine väljaspool kodu, majutus","Mai",314.46
2018,"Söömine väljaspool kodu, majutus","Juuni",321.28
2018,"Söömine väljaspool kodu, majutus","Juuli",325.86
2018,"Söömine väljaspool kodu, majutus","August",329.58
2018,"Söömine väljaspool kodu, majutus","September",319.27
2018,"Söömine väljaspool kodu, majutus","Oktoober",318.72
2018,"Söömine väljaspool kodu, majutus","November",314.14
2018,"Söömine väljaspool kodu, majutus","Detsember",311.62
2018,"Mitmesugused kaubad ja teenused","Jaanuar",230.21
2018,"Mitmesugused kaubad ja teenused","Veebruar",231.4
2018,"Mitmesugused kaubad ja teenused","Märts",231.12
2018,"Mitmesugused kaubad ja teenused","Aprill",235.25
2018,"Mitmesugused kaubad ja teenused","Mai",236.11
2018,"Mitmesugused kaubad ja teenused","Juuni",236.63
2018,"Mitmesugused kaubad ja teenused","Juuli",234.98
2018,"Mitmesugused kaubad ja teenused","August",237.62
2018,"Mitmesugused kaubad ja teenused","September",235.95
2018,"Mitmesugused kaubad ja teenused","Oktoober",236.08
2018,"Mitmesugused kaubad ja teenused","November",236.74
2018,"Mitmesugused kaubad ja teenused","Detsember",237.4
2019,"Kokku","Jaanuar",209.98
2019,"Kokku","Veebruar",210.33
2019,"Kokku","Märts",211.05
2019,"Kokku","Aprill",213.84
2019,"Kokku","Mai",214.3
2019,"Kokku","Juuni",214.66
2019,"Kokku","Juuli",214.42
2019,"Kokku","August",215.94
2019,"Kokku","September",215.6
2019,"Kokku","Oktoober",215.44
2019,"Kokku","November",214.9
2019,"Kokku","Detsember",214.22
2019,"Toit ja mittealkohoolsed joogid","Jaanuar",205.7
2019,"Toit ja mittealkohoolsed joogid","Veebruar",206.83
2019,"Toit ja mittealkohoolsed joogid","Märts",208.01
2019,"Toit ja mittealkohoolsed joogid","Aprill",209.57
2019,"Toit ja mittealkohoolsed joogid","Mai",210.84
2019,"Toit ja mittealkohoolsed joogid","Juuni",211.54
2019,"Toit ja mittealkohoolsed joogid","Juuli",213.13
2019,"Toit ja mittealkohoolsed joogid","August",213.14
2019,"Toit ja mittealkohoolsed joogid","September",211.59
2019,"Toit ja mittealkohoolsed joogid","Oktoober",209.11
2019,"Toit ja mittealkohoolsed joogid","November",210.16
2019,"Toit ja mittealkohoolsed joogid","Detsember",210.08
2019,"Alkohoolsed joogid ja tubakatooted","Jaanuar",332.5
2019,"Alkohoolsed joogid ja tubakatooted","Veebruar",332.85
2019,"Alkohoolsed joogid ja tubakatooted","Märts",335.4
2019,"Alkohoolsed joogid ja tubakatooted","Aprill",338.42
2019,"Alkohoolsed joogid ja tubakatooted","Mai",338.85
2019,"Alkohoolsed joogid ja tubakatooted","Juuni",337.49
2019,"Alkohoolsed joogid ja tubakatooted","Juuli",330.76
2019,"Alkohoolsed joogid ja tubakatooted","August",326.45
2019,"Alkohoolsed joogid ja tubakatooted","September",326.1
2019,"Alkohoolsed joogid ja tubakatooted","Oktoober",324.32
2019,"Alkohoolsed joogid ja tubakatooted","November",321.81
2019,"Alkohoolsed joogid ja tubakatooted","Detsember",319.19
2019,"Riietus ja jalatsid","Jaanuar",191.53
2019,"Riietus ja jalatsid","Veebruar",191.02
2019,"Riietus ja jalatsid","Märts",192.75
2019,"Riietus ja jalatsid","Aprill",196.64
2019,"Riietus ja jalatsid","Mai",196.87
2019,"Riietus ja jalatsid","Juuni",194.14
2019,"Riietus ja jalatsid","Juuli",184.12
2019,"Riietus ja jalatsid","August",189.43
2019,"Riietus ja jalatsid","September",203.39
2019,"Riietus ja jalatsid","Oktoober",206.85
2019,"Riietus ja jalatsid","November",205.71
2019,"Riietus ja jalatsid","Detsember",201.9
2019,"Eluase","Jaanuar",349.94
2019,"Eluase","Veebruar",343.61
2019,"Eluase","Märts",340.63
2019,"Eluase","Aprill",342.13
2019,"Eluase","Mai",342.92
2019,"Eluase","Juuni",343.23
2019,"Eluase","Juuli",344.68
2019,"Eluase","August",348.86
2019,"Eluase","September",345.85
2019,"Eluase","Oktoober",345.5
2019,"Eluase","November",344.49
2019,"Eluase","Detsember",337.32
2019,"Majapidamine","Jaanuar",129.66
2019,"Majapidamine","Veebruar",129.34
2019,"Majapidamine","Märts",128.39
2019,"Majapidamine","Aprill",129.6
2019,"Majapidamine","Mai",130.29
2019,"Majapidamine","Juuni",129.63
2019,"Majapidamine","Juuli",130.79
2019,"Majapidamine","August",130.88
2019,"Majapidamine","September",130.84
2019,"Majapidamine","Oktoober",130.28
2019,"Majapidamine","November",130.69
2019,"Majapidamine","Detsember",129.71
2019,"Tervishoid","Jaanuar",264.52
2019,"Tervishoid","Veebruar",265.56
2019,"Tervishoid","Märts",264.91
2019,"Tervishoid","Aprill",266.58
2019,"Tervishoid","Mai",268.38
2019,"Tervishoid","Juuni",269.58
2019,"Tervishoid","Juuli",270.77
2019,"Tervishoid","August",271.45
2019,"Tervishoid","September",271.08
2019,"Tervishoid","Oktoober",272.59
2019,"Tervishoid","November",271.97
2019,"Tervishoid","Detsember",272.85
2019,"Transport","Jaanuar",181.22
2019,"Transport","Veebruar",185.3
2019,"Transport","Märts",187.34
2019,"Transport","Aprill",195.21
2019,"Transport","Mai",193.55
2019,"Transport","Juuni",190.86
2019,"Transport","Juuli",190.5
2019,"Transport","August",195.11
2019,"Transport","September",192.55
2019,"Transport","Oktoober",195.1
2019,"Transport","November",191.54
2019,"Transport","Detsember",194.89
2019,"Side","Jaanuar",91.26
2019,"Side","Veebruar",91.63
2019,"Side","Märts",91.1
2019,"Side","Aprill",90.92
2019,"Side","Mai",90.71
2019,"Side","Juuni",90.68
2019,"Side","Juuli",91.04
2019,"Side","August",90.97
2019,"Side","September",90.98
2019,"Side","Oktoober",90.48
2019,"Side","November",90.4
2019,"Side","Detsember",89.96
2019,"Vaba aeg","Jaanuar",146.17
2019,"Vaba aeg","Veebruar",145.69
2019,"Vaba aeg","Märts",147.2
2019,"Vaba aeg","Aprill",148.28
2019,"Vaba aeg","Mai",148.43
2019,"Vaba aeg","Juuni",151.73
2019,"Vaba aeg","Juuli",152.05
2019,"Vaba aeg","August",153.67
2019,"Vaba aeg","September",153.68
2019,"Vaba aeg","Oktoober",154.81
2019,"Vaba aeg","November",154.92
2019,"Vaba aeg","Detsember",154.97
2019,"Haridus ja lasteasutused","Jaanuar",151.65
2019,"Haridus ja lasteasutused","Veebruar",151.69
2019,"Haridus ja lasteasutused","Märts",151.93
2019,"Haridus ja lasteasutused","Aprill",151.93
2019,"Haridus ja lasteasutused","Mai",151.93
2019,"Haridus ja lasteasutused","Juuni",151.94
2019,"Haridus ja lasteasutused","Juuli",151.93
2019,"Haridus ja lasteasutused","August",152.45
2019,"Haridus ja lasteasutused","September",154.72
2019,"Haridus ja lasteasutused","Oktoober",154.73
2019,"Haridus ja lasteasutused","November",154.72
2019,"Haridus ja lasteasutused","Detsember",154.75
2019,"Söömine väljaspool kodu, majutus","Jaanuar",312.49
2019,"Söömine väljaspool kodu, majutus","Veebruar",312.3
2019,"Söömine väljaspool kodu, majutus","Märts",314.95
2019,"Söömine väljaspool kodu, majutus","Aprill",319.14
2019,"Söömine väljaspool kodu, majutus","Mai",328.55
2019,"Söömine väljaspool kodu, majutus","Juuni",338.75
2019,"Söömine väljaspool kodu, majutus","Juuli",336.47
2019,"Söömine väljaspool kodu, majutus","August",335.26
2019,"Söömine väljaspool kodu, majutus","September",332.93
2019,"Söömine väljaspool kodu, majutus","Oktoober",325.76
2019,"Söömine väljaspool kodu, majutus","November",324.93
2019,"Söömine väljaspool kodu, majutus","Detsember",324.01
2019,"Mitmesugused kaubad ja teenused","Jaanuar",238.71
2019,"Mitmesugused kaubad ja teenused","Veebruar",238.15
2019,"Mitmesugused kaubad ja teenused","Märts",239.11
2019,"Mitmesugused kaubad ja teenused","Aprill",242.56
2019,"Mitmesugused kaubad ja teenused","Mai",240.76
2019,"Mitmesugused kaubad ja teenused","Juuni",242.52
2019,"Mitmesugused kaubad ja teenused","Juuli",242.44
2019,"Mitmesugused kaubad ja teenused","August",242.95
2019,"Mitmesugused kaubad ja teenused","September",242.56
2019,"Mitmesugused kaubad ja teenused","Oktoober",242.26
2019,"Mitmesugused kaubad ja teenused","November",244.14
2019,"Mitmesugused kaubad ja teenused","Detsember",240.73
2020,"Kokku","Jaanuar",213.4
2020,"Kokku","Veebruar",214.45
2020,"Kokku","Märts",212.94
2020,"Kokku","Aprill",212.09
2020,"Kokku","Mai",210.67
2020,"Kokku","Juuni",212.57
2020,"Kokku","Juuli",212.57
2020,"Kokku","August",213.94
2020,"Kokku","September",213.32
2020,"Kokku","Oktoober",212.24
2020,"Kokku","November",212.49
2020,"Kokku","Detsember",212.5
2020,"Toit ja mittealkohoolsed joogid","Jaanuar",211.39
2020,"Toit ja mittealkohoolsed joogid","Veebruar",215.08
2020,"Toit ja mittealkohoolsed joogid","Märts",212.74
2020,"Toit ja mittealkohoolsed joogid","Aprill",216.13
2020,"Toit ja mittealkohoolsed joogid","Mai",216.13
2020,"Toit ja mittealkohoolsed joogid","Juuni",217.33
2020,"Toit ja mittealkohoolsed joogid","Juuli",218.28
2020,"Toit ja mittealkohoolsed joogid","August",217.97
2020,"Toit ja mittealkohoolsed joogid","September",214.27
2020,"Toit ja mittealkohoolsed joogid","Oktoober",212.81
2020,"Toit ja mittealkohoolsed joogid","November",211.66
2020,"Toit ja mittealkohoolsed joogid","Detsember",209.73
2020,"Alkohoolsed joogid ja tubakatooted","Jaanuar",321.51
2020,"Alkohoolsed joogid ja tubakatooted","Veebruar",324.99
2020,"Alkohoolsed joogid ja tubakatooted","Märts",326.33
2020,"Alkohoolsed joogid ja tubakatooted","Aprill",326.89
2020,"Alkohoolsed joogid ja tubakatooted","Mai",326.42
