"Aasta","Kaubagrupp","Kuu","Tarbijahinnaindeks"
2008,"Majapidamine","Detsember",118.6
2008,"Tervishoid","Jaanuar",198.75
2008,"Tervishoid","Veebruar",201.3
2008,"Tervishoid","Märts",202.73
2008,"Tervishoid","Aprill",203.33
2008,"Tervishoid","Mai",204.74
2008,"Tervishoid","Juuni",205.38
2008,"Tervishoid","Juuli",207.89
2008,"Tervishoid","August",209.13
2008,"Tervishoid","September",209.22
2008,"Tervishoid","Oktoober",209.65
2008,"Tervishoid","November",209.75
2008,"Tervishoid","Detsember",209.75
2008,"Transport","Jaanuar",185.13
2008,"Transport","Veebruar",184.5
2008,"Transport","Märts",188.44
2008,"Transport","Aprill",188.93
2008,"Transport","Mai",192
2008,"Transport","Juuni",197.14
2008,"Transport","Juuli",198.61
2008,"Transport","August",195.11
2008,"Transport","September",192.5
2008,"Transport","Oktoober",186.24
2008,"Transport","November",179.12
2008,"Transport","Detsember",174.17
2008,"Side","Jaanuar",130.92
2008,"Side","Veebruar",130.79
2008,"Side","Märts",130.74
2008,"Side","Aprill",130.78
2008,"Side","Mai",130.62
2008,"Side","Juuni",130.48
2008,"Side","Juuli",130.54
2008,"Side","August",130.38
2008,"Side","September",129.96
2008,"Side","Oktoober",130.09
2008,"Side","November",129.98
2008,"Side","Detsember",129.92
2008,"Vaba aeg","Jaanuar",127.37
2008,"Vaba aeg","Veebruar",127.62
2008,"Vaba aeg","Märts",127.84
2008,"Vaba aeg","Aprill",126.95
2008,"Vaba aeg","Mai",127
2008,"Vaba aeg","Juuni",126.84
2008,"Vaba aeg","Juuli",127.66
2008,"Vaba aeg","August",128.27
2008,"Vaba aeg","September",128.4
2008,"Vaba aeg","Oktoober",127.45
2008,"Vaba aeg","November",127.33
2008,"Vaba aeg","Detsember",129.52
2008,"Haridus ja lasteasutused","Jaanuar",204.45
2008,"Haridus ja lasteasutused","Veebruar",206.06
2008,"Haridus ja lasteasutused","Märts",206.34
2008,"Haridus ja lasteasutused","Aprill",207.13
2008,"Haridus ja lasteasutused","Mai",207.13
2008,"Haridus ja lasteasutused","Juuni",207.28
2008,"Haridus ja lasteasutused","Juuli",207.28
2008,"Haridus ja lasteasutused","August",207.28
2008,"Haridus ja lasteasutused","September",216.56
2008,"Haridus ja lasteasutused","Oktoober",216.78
2008,"Haridus ja lasteasutused","November",217.67
2008,"Haridus ja lasteasutused","Detsember",217.67
2008,"Söömine väljaspool kodu, majutus","Jaanuar",204.11
2008,"Söömine väljaspool kodu, majutus","Veebruar",206.25
2008,"Söömine väljaspool kodu, majutus","Märts",208.6
2008,"Söömine väljaspool kodu, majutus","Aprill",210.91
2008,"Söömine väljaspool kodu, majutus","Mai",213.27
2008,"Söömine väljaspool kodu, majutus","Juuni",216.32
2008,"Söömine väljaspool kodu, majutus","Juuli",218.09
2008,"Söömine väljaspool kodu, majutus","August",218.91
2008,"Söömine väljaspool kodu, majutus","September",221.01
2008,"Söömine väljaspool kodu, majutus","Oktoober",220.34
2008,"Söömine väljaspool kodu, majutus","November",219.89
2008,"Söömine väljaspool kodu, majutus","Detsember",220.08
2008,"Mitmesugused kaubad ja teenused","Jaanuar",169.93
2008,"Mitmesugused kaubad ja teenused","Veebruar",170.56
2008,"Mitmesugused kaubad ja teenused","Märts",172.07
2008,"Mitmesugused kaubad ja teenused","Aprill",174.57
2008,"Mitmesugused kaubad ja teenused","Mai",175.39
2008,"Mitmesugused kaubad ja teenused","Juuni",175.91
2008,"Mitmesugused kaubad ja teenused","Juuli",176.9
2008,"Mitmesugused kaubad ja teenused","August",176.81
2008,"Mitmesugused kaubad ja teenused","September",176.37
2008,"Mitmesugused kaubad ja teenused","Oktoober",176.77
2008,"Mitmesugused kaubad ja teenused","November",177.14
2008,"Mitmesugused kaubad ja teenused","Detsember",177.36
2009,"Kokku","Jaanuar",171.58
2009,"Kokku","Veebruar",171.01
2009,"Kokku","Märts",170.09
2009,"Kokku","Aprill",168.87
2009,"Kokku","Mai",168.9
2009,"Kokku","Juuni",168.84
2009,"Kokku","Juuli",170.38
2009,"Kokku","August",170.35
2009,"Kokku","September",170.01
2009,"Kokku","Oktoober",169.79
2009,"Kokku","November",169.43
2009,"Kokku","Detsember",169.68
2009,"Toit ja mittealkohoolsed joogid","Jaanuar",160.52
2009,"Toit ja mittealkohoolsed joogid","Veebruar",159.07
2009,"Toit ja mittealkohoolsed joogid","Märts",158.62
2009,"Toit ja mittealkohoolsed joogid","Aprill",155.73
2009,"Toit ja mittealkohoolsed joogid","Mai",155.2
2009,"Toit ja mittealkohoolsed joogid","Juuni",152.89
2009,"Toit ja mittealkohoolsed joogid","Juuli",154.95
2009,"Toit ja mittealkohoolsed joogid","August",151.67
2009,"Toit ja mittealkohoolsed joogid","September",149.75
2009,"Toit ja mittealkohoolsed joogid","Oktoober",149.45
2009,"Toit ja mittealkohoolsed joogid","November",148.95
2009,"Toit ja mittealkohoolsed joogid","Detsember",149.64
2009,"Alkohoolsed joogid ja tubakatooted","Jaanuar",195.98
2009,"Alkohoolsed joogid ja tubakatooted","Veebruar",196
2009,"Alkohoolsed joogid ja tubakatooted","Märts",195.27
2009,"Alkohoolsed joogid ja tubakatooted","Aprill",195.32
2009,"Alkohoolsed joogid ja tubakatooted","Mai",194.89
2009,"Alkohoolsed joogid ja tubakatooted","Juuni",192.93
2009,"Alkohoolsed joogid ja tubakatooted","Juuli",195.72
2009,"Alkohoolsed joogid ja tubakatooted","August",194.73
2009,"Alkohoolsed joogid ja tubakatooted","September",193.6
2009,"Alkohoolsed joogid ja tubakatooted","Oktoober",196.27
2009,"Alkohoolsed joogid ja tubakatooted","November",196.54
2009,"Alkohoolsed joogid ja tubakatooted","Detsember",195.85
2009,"Riietus ja jalatsid","Jaanuar",148.48
2009,"Riietus ja jalatsid","Veebruar",149.56
2009,"Riietus ja jalatsid","Märts",151.23
2009,"Riietus ja jalatsid","Aprill",153.69
2009,"Riietus ja jalatsid","Mai",153.8
2009,"Riietus ja jalatsid","Juuni",151.82
2009,"Riietus ja jalatsid","Juuli",147.08
2009,"Riietus ja jalatsid","August",151.15
2009,"Riietus ja jalatsid","September",156.46
2009,"Riietus ja jalatsid","Oktoober",157.67
2009,"Riietus ja jalatsid","November",157.51
2009,"Riietus ja jalatsid","Detsember",157.42
2009,"Eluase","Jaanuar",266.31
2009,"Eluase","Veebruar",259.81
2009,"Eluase","Märts",252.26
2009,"Eluase","Aprill",246.14
2009,"Eluase","Mai",242.86
2009,"Eluase","Juuni",242.64
2009,"Eluase","Juuli",247.61
2009,"Eluase","August",247.65
2009,"Eluase","September",248.55
2009,"Eluase","Oktoober",248.21
2009,"Eluase","November",247.3
2009,"Eluase","Detsember",246.48
2009,"Majapidamine","Jaanuar",118.58
2009,"Majapidamine","Veebruar",119.04
2009,"Majapidamine","Märts",118.48
2009,"Majapidamine","Aprill",117.78
2009,"Majapidamine","Mai",118.41
2009,"Majapidamine","Juuni",118.6
2009,"Majapidamine","Juuli",120.14
2009,"Majapidamine","August",120.26
2009,"Majapidamine","September",120.54
2009,"Majapidamine","Oktoober",120.46
2009,"Majapidamine","November",120.03
2009,"Majapidamine","Detsember",119.38
2009,"Tervishoid","Jaanuar",214.47
2009,"Tervishoid","Veebruar",214.46
2009,"Tervishoid","Märts",214.26
2009,"Tervishoid","Aprill",214.03
2009,"Tervishoid","Mai",214.34
2009,"Tervishoid","Juuni",214.76
2009,"Tervishoid","Juuli",214.76
2009,"Tervishoid","August",215.22
2009,"Tervishoid","September",215.16
2009,"Tervishoid","Oktoober",214.57
2009,"Tervishoid","November",214.51
2009,"Tervishoid","Detsember",215.17
2009,"Transport","Jaanuar",167.03
2009,"Transport","Veebruar",169.66
2009,"Transport","Märts",169.13
2009,"Transport","Aprill",170.02
2009,"Transport","Mai",172.74
2009,"Transport","Juuni",177.85
2009,"Transport","Juuli",179.5
2009,"Transport","August",182.99
2009,"Transport","September",181.88
2009,"Transport","Oktoober",180.53
2009,"Transport","November",181.27
2009,"Transport","Detsember",182.06
2009,"Side","Jaanuar",129.81
2009,"Side","Veebruar",129.74
2009,"Side","Märts",129.73
2009,"Side","Aprill",129.69
2009,"Side","Mai",129.31
2009,"Side","Juuni",129.26
2009,"Side","Juuli",130.79
2009,"Side","August",130.81
2009,"Side","September",130.79
2009,"Side","Oktoober",130.8
2009,"Side","November",130.78
2009,"Side","Detsember",130.79
2009,"Vaba aeg","Jaanuar",128.1
2009,"Vaba aeg","Veebruar",128.54
2009,"Vaba aeg","Märts",129.07
2009,"Vaba aeg","Aprill",127.46
2009,"Vaba aeg","Mai",127.91
2009,"Vaba aeg","Juuni",126.75
2009,"Vaba aeg","Juuli",127.34
2009,"Vaba aeg","August",127.82
2009,"Vaba aeg","September",127.68
2009,"Vaba aeg","Oktoober",126.75
2009,"Vaba aeg","November",124.85
2009,"Vaba aeg","Detsember",126.31
2009,"Haridus ja lasteasutused","Jaanuar",219.27
2009,"Haridus ja lasteasutused","Veebruar",219.39
2009,"Haridus ja lasteasutused","Märts",219.39
2009,"Haridus ja lasteasutused","Aprill",219.38
2009,"Haridus ja lasteasutused","Mai",219.38
2009,"Haridus ja lasteasutused","Juuni",218.91
2009,"Haridus ja lasteasutused","Juuli",218.91
2009,"Haridus ja lasteasutused","August",219.38
2009,"Haridus ja lasteasutused","September",221.26
2009,"Haridus ja lasteasutused","Oktoober",221.59
2009,"Haridus ja lasteasutused","November",221.59
2009,"Haridus ja lasteasutused","Detsember",221.59
2009,"Söömine väljaspool kodu, majutus","Jaanuar",220.09
2009,"Söömine väljaspool kodu, majutus","Veebruar",216.69
2009,"Söömine väljaspool kodu, majutus","Märts",216.15
2009,"Söömine väljaspool kodu, majutus","Aprill",216.06
2009,"Söömine väljaspool kodu, majutus","Mai",216.59
2009,"Söömine väljaspool kodu, majutus","Juuni",216.62
2009,"Söömine väljaspool kodu, majutus","Juuli",217.64
2009,"Söömine väljaspool kodu, majutus","August",216.96
2009,"Söömine väljaspool kodu, majutus","September",215.19
2009,"Söömine väljaspool kodu, majutus","Oktoober",213.78
2009,"Söömine väljaspool kodu, majutus","November",213.07
2009,"Söömine väljaspool kodu, majutus","Detsember",212.65
2009,"Mitmesugused kaubad ja teenused","Jaanuar",183.99
2009,"Mitmesugused kaubad ja teenused","Veebruar",184.83
2009,"Mitmesugused kaubad ja teenused","Märts",184.67
2009,"Mitmesugused kaubad ja teenused","Aprill",185.89
2009,"Mitmesugused kaubad ja teenused","Mai",186.43
2009,"Mitmesugused kaubad ja teenused","Juuni",189.18
2009,"Mitmesugused kaubad ja teenused","Juuli",191.24
2009,"Mitmesugused kaubad ja teenused","August",191.33
2009,"Mitmesugused kaubad ja teenused","September",190.71
2009,"Mitmesugused kaubad ja teenused","Oktoober",190.71
2009,"Mitmesugused kaubad ja teenused","November",190.72
2009,"Mitmesugused kaubad ja teenused","Detsember",190.34
2010,"Kokku","Jaanuar",170.39
2010,"Kokku","Veebruar",170.75
2010,"Kokku","Märts",172.9
2010,"Kokku","Aprill",173.75
2010,"Kokku","Mai",174.05
2010,"Kokku","Juuni",174.82
2010,"Kokku","Juuli",175.3
2010,"Kokku","August",175.31
2010,"Kokku","September",176.75
2010,"Kokku","Oktoober",177.8
2010,"Kokku","November",178.4
2010,"Kokku","Detsember",179.38
2010,"Toit ja mittealkohoolsed joogid","Jaanuar",151.3
2010,"Toit ja mittealkohoolsed joogid","Veebruar",151.6
2010,"Toit ja mittealkohoolsed joogid","Märts",155.25
2010,"Toit ja mittealkohoolsed joogid","Aprill",157.19
2010,"Toit ja mittealkohoolsed joogid","Mai",157.09
2010,"Toit ja mittealkohoolsed joogid","Juuni",156.96
2010,"Toit ja mittealkohoolsed joogid","Juuli",159.11
2010,"Toit ja mittealkohoolsed joogid","August",157.54
2010,"Toit ja mittealkohoolsed joogid","September",159.59
2010,"Toit ja mittealkohoolsed joogid","Oktoober",162.7
2010,"Toit ja mittealkohoolsed joogid","November",166.3
2010,"Toit ja mittealkohoolsed joogid","Detsember",167.81
2010,"Alkohoolsed joogid ja tubakatooted","Jaanuar",199.19
2010,"Alkohoolsed joogid ja tubakatooted","Veebruar",199.2
2010,"Alkohoolsed joogid ja tubakatooted","Märts",199.35
2010,"Alkohoolsed joogid ja tubakatooted","Aprill",201.46
2010,"Alkohoolsed joogid ja tubakatooted","Mai",200.8
2010,"Alkohoolsed joogid ja tubakatooted","Juuni",201.69
2010,"Alkohoolsed joogid ja tubakatooted","Juuli",203.18
2010,"Alkohoolsed joogid ja tubakatooted","August",204.68
2010,"Alkohoolsed joogid ja tubakatooted","September",209.41
2010,"Alkohoolsed joogid ja tubakatooted","Oktoober",210.6
2010,"Alkohoolsed joogid ja tubakatooted","November",209.91
2010,"Alkohoolsed joogid ja tubakatooted","Detsember",209.33
2010,"Riietus ja jalatsid","Jaanuar",151.46
2010,"Riietus ja jalatsid","Veebruar",153.29
2010,"Riietus ja jalatsid","Märts",156.29
2010,"Riietus ja jalatsid","Aprill",156.54
2010,"Riietus ja jalatsid","Mai",157.19
2010,"Riietus ja jalatsid","Juuni",156.76
2010,"Riietus ja jalatsid","Juuli",152.61
2010,"Riietus ja jalatsid","August",152.96
2010,"Riietus ja jalatsid","September",159.54
2010,"Riietus ja jalatsid","Oktoober",161.1
2010,"Riietus ja jalatsid","November",161.53
2010,"Riietus ja jalatsid","Detsember",162.01
2010,"Eluase","Jaanuar",248.97
2010,"Eluase","Veebruar",249.3
2010,"Eluase","Märts",252.55
2010,"Eluase","Aprill",253.67
2010,"Eluase","Mai",255.62
2010,"Eluase","Juuni",257.31
2010,"Eluase","Juuli",257.92
2010,"Eluase","August",259.65
2010,"Eluase","September",261.68
2010,"Eluase","Oktoober",261.1
2010,"Eluase","November",262.18
2010,"Eluase","Detsember",263.38
2010,"Majapidamine","Jaanuar",119.02
2010,"Majapidamine","Veebruar",118.92
2010,"Majapidamine","Märts",118.72
2010,"Majapidamine","Aprill",118.08
2010,"Majapidamine","Mai",118
2010,"Majapidamine","Juuni",117.89
2010,"Majapidamine","Juuli",117.07
2010,"Majapidamine","August",117.5
2010,"Majapidamine","September",117.35
2010,"Majapidamine","Oktoober",117.8
2010,"Majapidamine","November",118.04
2010,"Majapidamine","Detsember",117.8
2010,"Tervishoid","Jaanuar",215.64
2010,"Tervishoid","Veebruar",216.28
2010,"Tervishoid","Märts",216.46
2010,"Tervishoid","Aprill",215.74
2010,"Tervishoid","Mai",216.59
2010,"Tervishoid","Juuni",216.42
2010,"Tervishoid","Juuli",216.59
2010,"Tervishoid","August",217.02
2010,"Tervishoid","September",216.86
2010,"Tervishoid","Oktoober",216.8
2010,"Tervishoid","November",215.85
2010,"Tervishoid","Detsember",215.63
2010,"Transport","Jaanuar",184.94
2010,"Transport","Veebruar",186.25
2010,"Transport","Märts",187.98
2010,"Transport","Aprill",190.11
2010,"Transport","Mai",190.64
2010,"Transport","Juuni",189
2010,"Transport","Juuli",188.53
2010,"Transport","August",188.59
2010,"Transport","September",187.58
2010,"Transport","Oktoober",188.6
2010,"Transport","November",189.21
2010,"Transport","Detsember",192.71
2010,"Side","Jaanuar",130.2
2010,"Side","Veebruar",129
2010,"Side","Märts",134.79
2010,"Side","Aprill",130.36
2010,"Side","Mai",129.04
2010,"Side","Juuni",140.34
2010,"Side","Juuli",140.3
2010,"Side","August",140.28
2010,"Side","September",139.39
2010,"Side","Oktoober",139.4
2010,"Side","November",133.77
2010,"Side","Detsember",133.76
2010,"Vaba aeg","Jaanuar",124.84
2010,"Vaba aeg","Veebruar",124.99
2010,"Vaba aeg","Märts",124.77
2010,"Vaba aeg","Aprill",125.69
2010,"Vaba aeg","Mai",126.28
2010,"Vaba aeg","Juuni",126.72
2010,"Vaba aeg","Juuli",127.53
2010,"Vaba aeg","August",127.68
2010,"Vaba aeg","September",128.49
2010,"Vaba aeg","Oktoober",128.5
2010,"Vaba aeg","November",126.57
2010,"Vaba aeg","Detsember",126.83
2010,"Haridus ja lasteasutused","Jaanuar",222.05
2010,"Haridus ja lasteasutused","Veebruar",221.96
2010,"Haridus ja lasteasutused","Märts",221.99
2010,"Haridus ja lasteasutused","Aprill",222.17
2010,"Haridus ja lasteasutused","Mai",222.17
2010,"Haridus ja lasteasutused","Juuni",222.38
2010,"Haridus ja lasteasutused","Juuli",222.38
2010,"Haridus ja lasteasutused","August",222.59
2010,"Haridus ja lasteasutused","September",226.8
2010,"Haridus ja lasteasutused","Oktoober",226.6
2010,"Haridus ja lasteasutused","November",226.59
2010,"Haridus ja lasteasutused","Detsember",226.59
2010,"Söömine väljaspool kodu, majutus","Jaanuar",210.97
2010,"Söömine väljaspool kodu, majutus","Veebruar",211.57
2010,"Söömine väljaspool kodu, majutus","Märts",212.87
2010,"Söömine väljaspool kodu, majutus","Aprill",212.92
2010,"Söömine väljaspool kodu, majutus","Mai",214.73
2010,"Söömine väljaspool kodu, majutus","Juuni",215.29
2010,"Söömine väljaspool kodu, majutus","Juuli",216.72
2010,"Söömine väljaspool kodu, majutus","August",215.54
2010,"Söömine väljaspool kodu, majutus","September",214.03
2010,"Söömine väljaspool kodu, majutus","Oktoober",213.9
2010,"Söömine väljaspool kodu, majutus","November",213.63
2010,"Söömine väljaspool kodu, majutus","Detsember",213.03
2010,"Mitmesugused kaubad ja teenused","Jaanuar",190.34
2010,"Mitmesugused kaubad ja teenused","Veebruar",190.26
2010,"Mitmesugused kaubad ja teenused","Märts",190.18
2010,"Mitmesugused kaubad ja teenused","Aprill",190.82
2010,"Mitmesugused kaubad ja teenused","Mai",190.57
2010,"Mitmesugused kaubad ja teenused","Juuni",190.42
2010,"Mitmesugused kaubad ja teenused","Juuli",190.03
2010,"Mitmesugused kaubad ja teenused","August",191.47
2010,"Mitmesugused kaubad ja teenused","September",192.18
2010,"Mitmesugused kaubad ja teenused","Oktoober",191.7
2010,"Mitmesugused kaubad ja teenused","November",192.23
2010,"Mitmesugused kaubad ja teenused","Detsember",192.69
2011,"Kokku","Jaanuar",179.34
2011,"Kokku","Veebruar",180.5
2011,"Kokku","Märts",181.88
2011,"Kokku","Aprill",183.09
2011,"Kokku","Mai",183.36
2011,"Kokku","Juuni",183.37
2011,"Kokku","Juuli",184.33
2011,"Kokku","August",184.87
2011,"Kokku","September",185.86
2011,"Kokku","Oktoober",185.63
2011,"Kokku","November",185.83
2011,"Kokku","Detsember",186.05
2011,"Toit ja mittealkohoolsed joogid","Jaanuar",168.56
2011,"Toit ja mittealkohoolsed joogid","Veebruar",171.57
2011,"Toit ja mittealkohoolsed joogid","Märts",173.19
2011,"Toit ja mittealkohoolsed joogid","Aprill",176.57
2011,"Toit ja mittealkohoolsed joogid","Mai",176.18
2011,"Toit ja mittealkohoolsed joogid","Juuni",175.08
2011,"Toit ja mittealkohoolsed joogid","Juuli",176.3
2011,"Toit ja mittealkohoolsed joogid","August",174.58
2011,"Toit ja mittealkohoolsed joogid","September",174.46
2011,"Toit ja mittealkohoolsed joogid","Oktoober",172.51
2011,"Toit ja mittealkohoolsed joogid","November",173.46
2011,"Toit ja mittealkohoolsed joogid","Detsember",173.85
2011,"Alkohoolsed joogid ja tubakatooted","Jaanuar",209.54
2011,"Alkohoolsed joogid ja tubakatooted","Veebruar",210.14
2011,"Alkohoolsed joogid ja tubakatooted","Märts",215.32
2011,"Alkohoolsed joogid ja tubakatooted","Aprill",216.64
2011,"Alkohoolsed joogid ja tubakatooted","Mai",218.12
2011,"Alkohoolsed joogid ja tubakatooted","Juuni",217.42
2011,"Alkohoolsed joogid ja tubakatooted","Juuli",220.75
2011,"Alkohoolsed joogid ja tubakatooted","August",218.7
2011,"Alkohoolsed joogid ja tubakatooted","September",219.89
2011,"Alkohoolsed joogid ja tubakatooted","Oktoober",219.34
2011,"Alkohoolsed joogid ja tubakatooted","November",219.86
2011,"Alkohoolsed joogid ja tubakatooted","Detsember",216.65
2011,"Riietus ja jalatsid","Jaanuar",157.21
2011,"Riietus ja jalatsid","Veebruar",157.32
2011,"Riietus ja jalatsid","Märts",159.72
2011,"Riietus ja jalatsid","Aprill",160.57
2011,"Riietus ja jalatsid","Mai",160.12
2011,"Riietus ja jalatsid","Juuni",161.19
2011,"Riietus ja jalatsid","Juuli",156.61
2011,"Riietus ja jalatsid","August",160.91
2011,"Riietus ja jalatsid","September",166.61
2011,"Riietus ja jalatsid","Oktoober",168.59
2011,"Riietus ja jalatsid","November",169.36
2011,"Riietus ja jalatsid","Detsember",169.24
2011,"Eluase","Jaanuar",261.54
2011,"Eluase","Veebruar",261.89
2011,"Eluase","Märts",262.19
2011,"Eluase","Aprill",263.66
2011,"Eluase","Mai",266.02
2011,"Eluase","Juuni",269.27
2011,"Eluase","Juuli",271.05
2011,"Eluase","August",278.58
2011,"Eluase","September",280.8
2011,"Eluase","Oktoober",283.12
2011,"Eluase","November",282.97
2011,"Eluase","Detsember",283.1
2011,"Majapidamine","Jaanuar",117.92
2011,"Majapidamine","Veebruar",117.9
2011,"Majapidamine","Märts",117.84
2011,"Majapidamine","Aprill",117.82
2011,"Majapidamine","Mai",117.46
2011,"Majapidamine","Juuni",118.3
2011,"Majapidamine","Juuli",118.77
2011,"Majapidamine","August",119.11
2011,"Majapidamine","September",119.12
2011,"Majapidamine","Oktoober",120.03
2011,"Majapidamine","November",120.76
2011,"Majapidamine","Detsember",120.39
2011,"Tervishoid","Jaanuar",216.35
2011,"Tervishoid","Veebruar",216.3
2011,"Tervishoid","Märts",216.2
2011,"Tervishoid","Aprill",216.42
2011,"Tervishoid","Mai",216.3
2011,"Tervishoid","Juuni",216.53
2011,"Tervishoid","Juuli",216.54
2011,"Tervishoid","August",217.49
2011,"Tervishoid","September",218.68
2011,"Tervishoid","Oktoober",219.03
2011,"Tervishoid","November",218.76
2011,"Tervishoid","Detsember",218.71
2011,"Transport","Jaanuar",194.18
2011,"Transport","Veebruar",195.25
2011,"Transport","Märts",198.77
2011,"Transport","Aprill",198.41
2011,"Transport","Mai",197.33
2011,"Transport","Juuni",195.82
2011,"Transport","Juuli",197.44
2011,"Transport","August",199.16
2011,"Transport","September",201.42
2011,"Transport","Oktoober",200.15
2011,"Transport","November",199.58
2011,"Transport","Detsember",201.45
2011,"Side","Jaanuar",133.15
2011,"Side","Veebruar",132.36
2011,"Side","Märts",132.37
2011,"Side","Aprill",131.86
2011,"Side","Mai",131.19
2011,"Side","Juuni",131.91
2011,"Side","Juuli",132.01
2011,"Side","August",127.26
2011,"Side","September",125.32
2011,"Side","Oktoober",125.04
2011,"Side","November",125.45
2011,"Side","Detsember",125.38
2011,"Vaba aeg","Jaanuar",126.06
2011,"Vaba aeg","Veebruar",126.85
2011,"Vaba aeg","Märts",126.75
2011,"Vaba aeg","Aprill",126.65
2011,"Vaba aeg","Mai",127.62
2011,"Vaba aeg","Juuni",127.81
2011,"Vaba aeg","Juuli",128.89
2011,"Vaba aeg","August",128.27
2011,"Vaba aeg","September",128.32
2011,"Vaba aeg","Oktoober",128.24
2011,"Vaba aeg","November",126.89
2011,"Vaba aeg","Detsember",127.53
2011,"Haridus ja lasteasutused","Jaanuar",228.16
2011,"Haridus ja lasteasutused","Veebruar",228.16
2011,"Haridus ja lasteasutused","Märts",227.21
2011,"Haridus ja lasteasutused","Aprill",227.21
2011,"Haridus ja lasteasutused","Mai",227.23
2011,"Haridus ja lasteasutused","Juuni",227.54
2011,"Haridus ja lasteasutused","Juuli",226.55
2011,"Haridus ja lasteasutused","August",227.7
2011,"Haridus ja lasteasutused","September",229.99
2011,"Haridus ja lasteasutused","Oktoober",230.71
2011,"Haridus ja lasteasutused","November",231.04
2011,"Haridus ja lasteasutused","Detsember",231.04
2011,"Söömine väljaspool kodu, majutus","Jaanuar",216.02
2011,"Söömine väljaspool kodu, majutus","Veebruar",217.62
2011,"Söömine väljaspool kodu, majutus","Märts",219.31
2011,"Söömine väljaspool kodu, majutus","Aprill",222.61
2011,"Söömine väljaspool kodu, majutus","Mai",228.12
2011,"Söömine väljaspool kodu, majutus","Juuni",226.85
2011,"Söömine väljaspool kodu, majutus","Juuli",230.81
2011,"Söömine väljaspool kodu, majutus","August",231.41
2011,"Söömine väljaspool kodu, majutus","September",231.33
2011,"Söömine väljaspool kodu, majutus","Oktoober",231.52
2011,"Söömine väljaspool kodu, majutus","November",231.82
2011,"Söömine väljaspool kodu, majutus","Detsember",232.03
2011,"Mitmesugused kaubad ja teenused","Jaanuar",194.29
2011,"Mitmesugused kaubad ja teenused","Veebruar",195.92
2011,"Mitmesugused kaubad ja teenused","Märts",195.63
2011,"Mitmesugused kaubad ja teenused","Aprill",196.04
2011,"Mitmesugused kaubad ja teenused","Mai",195.25
2011,"Mitmesugused kaubad ja teenused","Juuni",194.55
2011,"Mitmesugused kaubad ja teenused","Juuli",195.13
2011,"Mitmesugused kaubad ja teenused","August",195.88
2011,"Mitmesugused kaubad ja teenused","September",198.03
2011,"Mitmesugused kaubad ja teenused","Oktoober",198.17
2011,"Mitmesugused kaubad ja teenused","November",199.09
2011,"Mitmesugused kaubad ja teenused","Detsember",200.05
2012,"Kokku","Jaanuar",187.38
2012,"Kokku","Veebruar",188.1
2012,"Kokku","Märts",189.91
2012,"Kokku","Aprill",190.49
2012,"Kokku","Mai",190.37
2012,"Kokku","Juuni",190.51
2012,"Kokku","Juuli",190.98
2012,"Kokku","August",191.92
2012,"Kokku","September",192.87
2012,"Kokku","Oktoober",193.23
2012,"Kokku","November",192.6
2012,"Kokku","Detsember",192.48
2012,"Toit ja mittealkohoolsed joogid","Jaanuar",175.27
2012,"Toit ja mittealkohoolsed joogid","Veebruar",176.49
2012,"Toit ja mittealkohoolsed joogid","Märts",178.29
2012,"Toit ja mittealkohoolsed joogid","Aprill",179.02
2012,"Toit ja mittealkohoolsed joogid","Mai",179.51
2012,"Toit ja mittealkohoolsed joogid","Juuni",181.19
2012,"Toit ja mittealkohoolsed joogid","Juuli",182.74
2012,"Toit ja mittealkohoolsed joogid","August",181.84
2012,"Toit ja mittealkohoolsed joogid","September",182.08
2012,"Toit ja mittealkohoolsed joogid","Oktoober",183.36
2012,"Toit ja mittealkohoolsed joogid","November",183.51
2012,"Toit ja mittealkohoolsed joogid","Detsember",183.33
2012,"Alkohoolsed joogid ja tubakatooted","Jaanuar",218.67
2012,"Alkohoolsed joogid ja tubakatooted","Veebruar",223.48
2012,"Alkohoolsed joogid ja tubakatooted","Märts",230
2012,"Alkohoolsed joogid ja tubakatooted","Aprill",230.88
2012,"Alkohoolsed joogid ja tubakatooted","Mai",231.75
2012,"Alkohoolsed joogid ja tubakatooted","Juuni",229.11
2012,"Alkohoolsed joogid ja tubakatooted","Juuli",230.59
2012,"Alkohoolsed joogid ja tubakatooted","August",228.07
2012,"Alkohoolsed joogid ja tubakatooted","September",231.1
2012,"Alkohoolsed joogid ja tubakatooted","Oktoober",230.8
2012,"Alkohoolsed joogid ja tubakatooted","November",230.6
2012,"Alkohoolsed joogid ja tubakatooted","Detsember",228.77
2012,"Riietus ja jalatsid","Jaanuar",162.87
2012,"Riietus ja jalatsid","Veebruar",165.8
2012,"Riietus ja jalatsid","Märts",167.93
2012,"Riietus ja jalatsid","Aprill",168.02
2012,"Riietus ja jalatsid","Mai",170.2
2012,"Riietus ja jalatsid","Juuni",169.81
2012,"Riietus ja jalatsid","Juuli",161.65
2012,"Riietus ja jalatsid","August",168.02
2012,"Riietus ja jalatsid","September",175.65
2012,"Riietus ja jalatsid","Oktoober",178.12
2012,"Riietus ja jalatsid","November",180.22
2012,"Riietus ja jalatsid","Detsember",179.99
2012,"Eluase","Jaanuar",289.73
2012,"Eluase","Veebruar",289.76
2012,"Eluase","Märts",291.05
2012,"Eluase","Aprill",291.99
2012,"Eluase","Mai",293.35
2012,"Eluase","Juuni",293.31
